"path","filename","lineNumber","line"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.cpp","DscCollectionProperties.cpp","506","STDMETHODIMP DscCollectionProperties::get_PropertyUpdatable(LONG index, DscUpdatable_t* pVal)"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.cpp","DscCollectionProperties.cpp","521","STDMETHODIMP DscCollectionProperties::get_IsPropertyFromOSDD(LONG index, VARIANT_BOOL* pVal)"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.cpp","DscCollectionProperties.cpp","536","STDMETHODIMP DscCollectionProperties::get_PropertyTag(LONG index, BSTR* pVal)"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.cpp","DscCollectionProperties.cpp","551","STDMETHODIMP DscCollectionProperties::get_PropertyName(LONG index, BSTR* pVal)"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.cpp","DscCollectionProperties.cpp","566","STDMETHODIMP DscCollectionProperties::get_PropertyAliasFor(LONG index, BSTR* pVal)"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.cpp","DscCollectionProperties.cpp","581","STDMETHODIMP DscCollectionProperties::get_PropertyDefaultValueString(LONG lIndex, BSTR* pVal)"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.cpp","DscCollectionProperties.cpp","595","STDMETHODIMP DscCollectionProperties::get_PropertyOSDDTag(LONG index, BSTR* pVal)"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.cpp","DscCollectionProperties.cpp","610","STDMETHODIMP DscCollectionProperties::get_PropertySourceFieldName(LONG index, BSTR* pVal)"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.cpp","DscCollectionProperties.cpp","625","STDMETHODIMP DscCollectionProperties::get_PropertyDimensionCodeTag(LONG index, BSTR* pVal)"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.cpp","DscCollectionProperties.cpp","640","STDMETHODIMP DscCollectionProperties::get_PropertyDataTypeTag(LONG index, BSTR* pVal)"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.cpp","DscCollectionProperties.cpp","655","STDMETHODIMP DscCollectionProperties::get_PropertyDataType(LONG index, VARTYPE* pVal)"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.cpp","DscCollectionProperties.cpp","676","STDMETHODIMP DscCollectionProperties::get_PropertyEncodingType(LONG index, EncodingType_t* pVal)"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.cpp","DscCollectionProperties.cpp","691","STDMETHODIMP DscCollectionProperties::get_PropertyOSDDType(LONG index, OSDDChannelType_t* pVal)"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.cpp","DscCollectionProperties.cpp","706","STDMETHODIMP DscCollectionProperties::get_PropertyOSDDEncodingSubType(LONG index, OSDDChannelType_t* pVal)"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.cpp","DscCollectionProperties.cpp","721","STDMETHODIMP DscCollectionProperties::get_BaseOffSet(LONG* pVal)"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.cpp","DscCollectionProperties.cpp","728","STDMETHODIMP DscCollectionProperties::get_IsAbstract(VARIANT_BOOL* pVal)"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.cpp","DscCollectionProperties.cpp","735","STDMETHODIMP DscCollectionProperties::get_IsEmbeddedCollection(LONG index, VARIANT_BOOL* pVal)"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.cpp","DscCollectionProperties.cpp","750","STDMETHODIMP DscCollectionProperties::get_EmbeddedCollectionName(LONG lIndex, BSTR* pVal)"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.cpp","DscCollectionProperties.cpp","765","STDMETHODIMP DscCollectionProperties::get_PropertyDataSource(LONG lIndex, DscDataSource_t* pVal)"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.cpp","DscCollectionProperties.cpp","780","STDMETHODIMP DscCollectionProperties::get_PropertySourceCollectionName(LONG lIndex, BSTR* pVal)"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.cpp","DscCollectionProperties.cpp","795","STDMETHODIMP DscCollectionProperties::GetPropertySource(LONG lIndex, LONG* pSourceColToken, LONG* pSourceFieldToken)"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.cpp","DscCollectionProperties.cpp","812","STDMETHODIMP DscCollectionProperties::get_InRelationCount(LONG* pCount)"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.cpp","DscCollectionProperties.cpp","817","STDMETHODIMP DscCollectionProperties::GetInRelation(LONG lIndex,"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.cpp","DscCollectionProperties.cpp","839","STDMETHODIMP DscCollectionProperties::get_OutRelationCount(LONG* pCount)"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.cpp","DscCollectionProperties.cpp","844","STDMETHODIMP DscCollectionProperties::GetOutRelation(LONG lIndex,"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.cpp","DscCollectionProperties.cpp","866","STDMETHODIMP DscCollectionProperties::get_CollectionRank(LONG* pRank)"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.cpp","DscCollectionProperties.cpp","871","STDMETHODIMP DscCollectionProperties::get_EmbeddedCollectionProperties(LONG lIndex, ISlbDscProperties** ppVal)"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.cpp","DscCollectionProperties.cpp","919","STDMETHODIMP DscCollectionProperties::get_CollectionToken(LONG* pCollectionToken)"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.cpp","DscCollectionProperties.cpp","925","STDMETHODIMP DscCollectionProperties::get_IsPropertyGUID( LONG lIndex, VARIANT_BOOL* pVal)"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.cpp","DscCollectionProperties.cpp","943","STDMETHODIMP DscCollectionProperties::get_PropertyInternalCount(LONG *pVal)"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.cpp","DscCollectionProperties.cpp","949","STDMETHODIMP DscCollectionProperties::get_PropertyInternalIndex(LONG lIndex, LONG* pVal)"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.cpp","DscCollectionProperties.cpp","964","STDMETHODIMP DscCollectionProperties::get_PropertyMaxLength(LONG lIndex, LONG* pVal)"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.cpp","DscCollectionProperties.cpp","972","HRESULT DscCollectionProperties::SetupProperties(BSTR sColSpecXml)"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.cpp","DscCollectionProperties.cpp","1166","			DscPropMaxLenMap::iterator itLen = DscCollectionProperties::g_mapDscPropMaxLength.find(sDscPropMaxLenKey);"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.cpp","DscCollectionProperties.cpp","1167","            if (itLen != DscCollectionProperties::g_mapDscPropMaxLength.end())"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.cpp","DscCollectionProperties.cpp","1215","void DscCollectionProperties::PrapareData(HzXMLHelper &xmlPropertiesDOM, CComBSTR &sViewName)"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.cpp","DscCollectionProperties.cpp","1272","void DscCollectionProperties::SetIsFromOSDDFOrProperties(CDscProperty &property, HzXMLHelper &xmlPropertiesDOM, IUnknownPtr pNode, _variant_t vOSDDCodeTag)"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.h","DscCollectionProperties.h","285","	helpstring(""Slb DscCollectionProperties Class"")"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.h","DscCollectionProperties.h","287","class ATL_NO_VTABLE DscCollectionProperties : public ISlbDscProperties"
"HzFramework\DataStore\Utilities\DscDataExplorer\BulkData.cs","BulkData.cs","202","		private BulkDataFileReader m_Reader = null;"
"HzFramework\DataStore\Utilities\DscDataExplorer\BulkData.cs","BulkData.cs","565","				BulkDataFileReader reader = new BulkDataFileReaderClass();"
"HzFramework\DataStore\Utilities\DscDataExplorer\NavigationTreeView.cs","NavigationTreeView.cs","22","		private DscQuery m_Query = new DscQuery();"
"HzFramework\DataStore\Utilities\DscDataExplorer\NavigationTreeView.cs","NavigationTreeView.cs","535","					ISlbDscDocument udoc = new DscDocumentClass() as ISlbDscDocument ;"
"HzFramework\DataStore\Utilities\DscDataExplorer\NavigationTreeView.cs","NavigationTreeView.cs","541","						ISlbDscCollection collection = udoc.GetCollection( token, false );"
"HzFramework\DataStore\Utilities\DscDataExplorer\NavigationTreeView.cs","NavigationTreeView.cs","543","						foreach(ISlbDscCollection srcColl in coll.Collections)"
"HzFramework\DataStore\Utilities\DscDataExplorer\QueryForm.cs","QueryForm.cs","369","			ISlbDscCollection coll = collections[0] as ISlbDscCollection;"
"HzFramework\DataStore\Utilities\DscDataExplorer\RootCollectionEditForm.cs","RootCollectionEditForm.cs","205","			this.m_DisplayDscDocCheckBox.Text = ""Display DscDocuments"";"
"HzFramework\DataStore\Utilities\DscDataExplorer\RootCollectionEditForm.cs","RootCollectionEditForm.cs","232","			m_DocTokenTable.Add(""JobSetup"", DscDocumentCollectionTokens.Dsc_Job_Setup_ColTokens );"
"HzFramework\DataStore\Utilities\DscDataExplorer\RootCollectionEditForm.cs","RootCollectionEditForm.cs","233","			m_DocTokenTable.Add(""ToolStringDocument"", DscDocumentCollectionTokens.Dsc_Tool_String_Document_ColTokens );"
"HzFramework\DataStore\Utilities\DscDataExplorer\RootCollectionEditForm.cs","RootCollectionEditForm.cs","234","			m_DocTokenTable.Add(""WellLogDocument"", DscDocumentCollectionTokens.Dsc_Well_Log_Document_ColTokens );"
"HzFramework\DataStore\Utilities\DscDataExplorer\RootCollectionEditForm.cs","RootCollectionEditForm.cs","235","			m_DocTokenTable.Add(""Deliverable_Document"", DscDocumentCollectionTokens.Dsc_Deliverable_Document_ColTokens );"
"HzFramework\DataStore\Utilities\DscDataExplorer\RootCollectionEditForm.cs","RootCollectionEditForm.cs","236","			m_DocTokenTable.Add(""PTC_Document"", DscDocumentCollectionTokens.Dsc_PTC_Document_ColTokens );"
"HzFramework\DataStore\Utilities\DscDataExplorer\RootCollectionEditForm.cs","RootCollectionEditForm.cs","237","			m_DocTokenTable.Add(""Ensemble_CatalogSetup"", DscDocumentCollectionTokens.Dsc_Ensemble_Catalog_ColTokens );"
"HzFramework\DataStore\Utilities\DscDataExplorer\RootCollectionEditForm.cs","RootCollectionEditForm.cs","238","			m_DocTokenTable.Add(""UnversalDocument"", DscDocumentCollectionTokens.Dsc_Universal_Document_ColTokens );"
"HzFramework\DataStore\Utilities\DscDataExplorer\StaticData.cs","StaticData.cs","44","		public DscQueryType_t QueryType;"
"HzFramework\DataStore\Utilities\DscDataExplorer\StaticData.cs","StaticData.cs","50","		public QueryItem(string propName, int propToken, DscQueryType_t qt, object val)"
"HzFramework\DataStore\Utilities\DscDataExplorer\StaticData.cs","StaticData.cs","70","		private static DscQuery m_Query = new DscQuery();"
"HzFramework\DataStore\Utilities\DscDataExplorer\StaticData.cs","StaticData.cs","94","		public DscQuery Query"
"HzFramework\DataStore\Utilities\DscDataExplorer\StaticData.cs","StaticData.cs","141","		private ISlbDscDocument m_Document = null;"
"HzFramework\DataStore\Utilities\DscDataExplorer\StaticData.cs","StaticData.cs","153","			m_Document = new DscDocumentClass() as ISlbDscDocument;"
"HzFramework\DataStore\Utilities\DscDataExplorer\StaticData.cs","StaticData.cs","301","		private static DscQuery m_Query = new DscQuery();"
"HzFramework\DataStore\Utilities\DscDataExplorer\StaticData.cs","StaticData.cs","306","			ISlbDscDocument udoc, int collectionToken,"
"HzFramework\DataStore\Utilities\DscDataExplorer\StaticData.cs","StaticData.cs","309","			ISlbDscCollection coll = udoc.GetCollection(collectionToken, false);"
"HzFramework\DataStore\Utilities\DscDataExplorer\StaticData.cs","StaticData.cs","319","			foreach (ISlbDscDocument doc in folder)"
"HzFramework\DataStore\Utilities\DscDataExplorer\StaticData.cs","StaticData.cs","344","			foreach (ISlbDscCollection coll in m_Collections)"
"HzFramework\DataStore\Utilities\DscDataExplorer\StaticData.cs","StaticData.cs","363","			ISlbDscCollection coll ="
"HzFramework\DataStore\Utilities\DscDataExplorer\StaticData.cs","StaticData.cs","364","				m_Collections[indices.CollectionIndex] as ISlbDscCollection;"
"HzFramework\DataStore\Utilities\DscDataExplorer\StaticData.cs","StaticData.cs","379","			ISlbDscCollection coll ="
"HzFramework\DataStore\Utilities\DscDataExplorer\StaticData.cs","StaticData.cs","380","				m_Collections[indices.CollectionIndex] as ISlbDscCollection;"
"HzFramework\DataStore\Utilities\DscDataExplorer\StaticData.cs","StaticData.cs","391","			ISlbDscCollection coll ="
"HzFramework\DataStore\Utilities\DscDataExplorer\StaticData.cs","StaticData.cs","392","				m_Collections[indices.CollectionIndex] as ISlbDscCollection;"
"HzFramework\DataStore\Utilities\DscDataExplorer\StaticData.cs","StaticData.cs","435","			ISlbDscCollection coll = m_Collections[indices.CollectionIndex]"
"HzFramework\DataStore\Utilities\DscDataExplorer\StaticData.cs","StaticData.cs","436","				as ISlbDscCollection;"
"HzFramework\DataStore\Utilities\DscDataExplorer\StaticData.cs","StaticData.cs","441","		public StringCollection Search(DscQuery query)"
"HzFramework\DataStore\Utilities\DscDataExplorer\StaticData.cs","StaticData.cs","445","			foreach (ISlbDscCollection coll in m_Collections)"
"HzFramework\DataStore\Utilities\DscDataExplorer\StaticData.cs","StaticData.cs","459","		public StringCollection Search(string keyGuid, int propToken, DscQuery query)"
"HzFramework\DataStore\Utilities\DscDataExplorer\StaticData.cs","StaticData.cs","466","			ISlbDscCollection coll = m_Collections[indices.CollectionIndex]"
"HzFramework\DataStore\Utilities\DscDataExplorer\StaticData.cs","StaticData.cs","467","				as ISlbDscCollection;"
"HzFramework\DataStore\Utilities\DscDataExplorer\StaticData.cs","StaticData.cs","478","			foreach (ISlbDscCollection coll in m_Collections)"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","61","        private DscQuery m_Query = null;"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","76","                    DscDocumentCollectionTokens.DSC_COL_PCAT_DATA_GAUGE,"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","77","                    DscDocumentCollectionTokens.DSC_COL_PCAT_DELIV_TEMPLATE,"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","78","                    DscDocumentCollectionTokens.DSC_COL_PCAT_DLIS_CONVERTER,"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","79","                    DscDocumentCollectionTokens.DSC_COL_PCAT_FORMAT,"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","80","                    DscDocumentCollectionTokens.DSC_COL_PCAT_STATUS_WORD,"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","81","                    DscDocumentCollectionTokens.DSC_COL_PCAT_TRACK,"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","82","                    DscDocumentCollectionTokens.DSC_COL_PCAT_XFORM_MODULE,"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","83","                    DscDocumentCollectionTokens.DSC_COL_PCAT_XY_PLOT_FORMAT"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","85","            m_Query = new DscQuery();"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","534","                            DscQueryType_t.DSC_QUERY_EQUALTO,"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","549","                        DscQueryType_t.DSC_QUERY_EQUALTO, queryValue);"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","555","                            DscQueryType_t.DSC_QUERY_EQUALTO, queryValue);"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","580","                        DscQueryType_t.DSC_QUERY_EQUALTO,"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","599","            ISlbDscCollection dscColl = null;"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","617","                    dscColl = dscColls[i] as ISlbDscCollection;"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","640","                DscDocumentCollectionTokens.DSC_COL_DELIV_TEMPLATE];"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","651","                DscDocumentCollectionTokens.DSC_COL_PCAT_DELIV_TEMPLATE];"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","653","                DscDocumentCollectionTokens.DSC_COL_PCAT_FORMAT];"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","655","                DscDocumentCollectionTokens.DSC_COL_PCAT_XY_PLOT_FORMAT];"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","680","                        DscDocumentCollectionTokens.DSC_COL_DELIV_TEMPLATE, guid);"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","686","                        DscDocumentCollectionTokens.DSC_COL_PCAT_DELIV_TEMPLATE, guid);"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","692","                        DscDocumentCollectionTokens.DSC_COL_PCAT_FORMAT, guid);"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","698","                        DscDocumentCollectionTokens.DSC_COL_PCAT_XY_PLOT_FORMAT, guid);"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","722","                m_Query.PutItem(coll.Properties.BaseOffset + propIndex, -1, DscQueryType_t.DSC_QUERY_EQUALTO, progid);"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","741","            ISlbDscProductsTemplateCatalog dscPCATDoc = new ProductsTemplateCatalog();"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","746","                DscDocumentCollectionTokens.DSC_COL_JOB,"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","748","                dscPCATDoc as ISlbDscDocument);"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","752","            ISlbDscCatCalibrationCatalog tmpCatCaliDoc = new DSClients.CatCalibrationCatalogClass();"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","755","            DscDocumentCollectionTokens.DSC_COL_CAT_CALIBRATION,"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","765","            ISlbDscDocument dscDocWLD = null;"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","766","            dscDocWLD = new DSClients.WellLogDocument() as ISlbDscDocument;"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","771","            ISlbDscCollection wellColl = dscDocWLD.GetCollection(DscDocumentCollectionTokens.DSC_COL_WELL, false);"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","780","            ISlbDscCollection boreholeColl = dscDocWLD.GetCollection(DscDocumentCollectionTokens.DSC_COL_BOREHOLE, false);"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","794","            ISlbDscCollection jobColl = dscDocWLD.GetCollection(DscDocumentCollectionTokens.DSC_COL_JOB, false);"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","802","            ISlbDscCollection ensColl = dscDocWLD.GetCollection(DscDocumentCollectionTokens.DSC_COL_ENSEMBLE, false);"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","833","            ISlbDscCollection sessionColl = dscDocWLD.GetCollection(DscDocumentCollectionTokens.DSC_COL_SESSION, false);"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","851","            ISlbDscCollection workspaceColl = dscDocWLD.GetCollection(DscDocumentCollectionTokens.DSC_COL_WORKSPACE, false);"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","872","            ISlbDscCollection darColl = dscDocWLD.GetCollection(DscDocumentCollectionTokens.DSC_COL_DATA_ACQUISITION_RUN, false);"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","893","            ISlbDscCollection lapColl = dscDocWLD.GetCollection(DscDocumentCollectionTokens.DSC_COL_LOGICAL_ACQ_PASS, false);"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","912","                DscDocumentCollectionTokens.DSC_COL_LOGICAL_ACQ_PASS,"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","919","            ISlbDscDocument dscDocWLD = null;"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","920","            dscDocWLD = new DSClients.WellLogDocument() as ISlbDscDocument;"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","923","                DscDocumentCollectionTokens.DSC_COL_LOGICAL_ACQ_PASS,"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","931","            ISlbDscDocument iDeliverableDocument = new DeliverableTemplate() as ISlbDscDocument;"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","933","                DscDocumentCollectionTokens.DSC_COL_DELIV_TEMPLATE, System.Guid.NewGuid(), iDeliverableDocument);"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","939","            ISlbDscDocument dscUniDoc = new DSClients.DscDocument();"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","942","                DscDocumentCollectionTokens.DSC_COL_NAME_VALUE,"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","958","            ISlbJobSetup jobSetup = new JobSetup();"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","959","            jobSetup.Init();"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","963","            ISlbDscEnsembleCatalog ensCatalog = new EnsembleCatalog();"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","968","            ISlbDscProductsTemplateCatalog prdCatalog = new ProductsTemplateCatalog();"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","973","            ISlbDscCatCalibrationCatalog calCatalog = new CatCalibrationCatalogClass();"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","979","            ISlbWellLogDocument wld = null;"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","980","            ISlbDscToolStringDocument tsd = null;"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","981","            ISlbDscDeliverableTemplate dlv = null;"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","982","            ISlbDscCollection jobColl = jobSetup.GetCollection("
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","983","                DscDocumentCollectionTokens.DSC_COL_JOB, false);"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","994","                    WellLogDocumentType_t.WELL_LOG_DOCUMENT_JOB,"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","995","                    WellLogDocumentSource_t.WELL_LOG_DOCUMENT_SOURCE_HZDATASTORE);"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","998","                tsd = new ToolStringDocument();"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","WorkerThread.cs","1002","                dlv = new DeliverableTemplate();"
"HzFramework\DataStore\Utilities\DscPropertiesVerifier\Verifier.cs","Verifier.cs","310","			foreach (DscDocColTokenName token in DscDocumentCollectionTokens.Dsc_Universal_Document_ColTokens)"
"HzFramework\DataStore\Utilities\DscUtilities\DscLock.cs","DscLock.cs","38","        public DscLock(ISlbDscCollection col)"
"HzFramework\DataStore\Utilities\DscUtilities\DscLock.cs","DscLock.cs","43","		public DscLock(ISlbDscDocument doc)"
"HzFramework\DataStore\Utilities\DscUtilities\DscLock.cs","DscLock.cs","48","        public DscLock(ISlbDscService service)"
"HzFramework\DataStore\Utilities\DscUtilities\DscLock.cs","DscLock.cs","58","        public DscLock(params ISlbDscCollection[] lockers)"
"HzFramework\DataStore\Utilities\DscUtilities\DscLock.cs","DscLock.cs","137","                ISlbDscCollection X;"
"HzFramework\DataStore\Utilities\DscUtilities\DscLock.cs","DscLock.cs","138","                ISlbDscCollection Y;"
"HzFramework\DataStore\Utilities\DscUtilities\DscLock.cs","DscLock.cs","139","                X = x as ISlbDscCollection;"
"HzFramework\DataStore\Utilities\DscUtilities\DscLock.cs","DscLock.cs","140","                Y = y as ISlbDscCollection;"
"HzFramework\DataStore\Utilities\DscUtilities\DscReadLock.cs","DscReadLock.cs","20","        public DscReadLock(params ISlbDscCollection[] collections)"
"HzFramework\Dex\AsciiReader\AsciiReader.cs","AsciiReader.cs","761","			ISlbDscDocument tmpWLD = null;"
"HzFramework\Dex\AsciiReader\AsciiReader.cs","AsciiReader.cs","785","                throw new Exception(""docFolder is null reduce to ISlbDscDocument is null "");"
"HzFramework\Dex\AsciiReader\AsciiReader.cs","AsciiReader.cs","794","			ISlbDscCollection tmpLAPCollection = tmpWLD.GetCollection(DscDocumentCollectionTokens.DSC_COL_LOGICAL_ACQ_PASS,false);									"
"HzFramework\Dex\AsciiReader\AsciiReader.cs","AsciiReader.cs","819","			ISlbDscCollection tmpEnsCollection = null;"
"HzFramework\Dex\AsciiReader\AsciiReader.cs","AsciiReader.cs","823","			ISlbDscCollection tmpChannelCollection = null;"
"HzFramework\Dex\AsciiReader\AsciiReader.cs","AsciiReader.cs","824","			tmpChannelCollection = tmpWLD.GetCollection(DscDocumentCollectionTokens.DSC_COL_CHANNEL,false);			"
"HzFramework\Dex\AsciiReader\AsciiReader.cs","AsciiReader.cs","827","			ISlbDscRepresentationCollection tmpRepCollection = null;"
"HzFramework\Dex\AsciiReader\AsciiReader.cs","AsciiReader.cs","831","			ISlbDscCollection tmpRepSegCollection = null;"
"HzFramework\Dex\AsciiReader\AsciiReader.cs","AsciiReader.cs","835","			ISlbDscCollection tmpAcqColPassCollection = null;"
"HzFramework\Dex\Common\DotNET\DexOSDDConverter.cs","DexOSDDConverter.cs","29","        protected static ISlbDscCollection m_ConverterCollection;"
"HzFramework\Dex\Common\DotNET\DexOSDDConverter.cs","DexOSDDConverter.cs","31","        protected static DscQuery m_ConverterQuery = new DscQuery();"
