FileName, AdjustedDuplicateLOC
HzApplications\MRT\MRT8\RealTime\MRT8_RtDfModuleKTIM.cpp,7
HzApplications\MRT\MRT8\RealTime\MRT8_RtDfModuleShockAlarm.cpp,7
HzApplications\MRT\MRT8\RecMode\MRT8_DfModuleKSDR.cpp,7
HzApplications\MRT\MRT8\RecMode\MRT8_DfModuleKTIM.cpp,7
HzApplications\MRX\Acquisition\mrx_acqmodule.cpp,9
HzApplications\MRX\Calibration\MRX_AccumTaskWaterBottle_Base.cpp,21
HzApplications\MRX\Calibration\MRX_AccumTaskWaterBottle_Base.h,64
HzApplications\MRX\Calibration\MRX_FrequencySearchStep.cpp,31
HzApplications\MRX\Calibration\MRX_FrequencySearchStep.h,286
HzApplications\MRX\Calibration\MRX_FrequencySearchStepBase.h,30
HzApplications\MRX\Calibration\MRX_FrequencySearchTask_Proxy.h,9
HzApplications\MRX\Calibration\MRX_MultiShellFrequencySearchStep.cpp,42
HzApplications\MRX\Calibration\MRX_MultiShellFrequencySearchStep.h,257
HzApplications\MRX\Calibration\MRX_StandardCheckTask_Base.cpp,7
HzApplications\MRX\Common\MRX_BnmFileExtract.cpp,18
HzApplications\MRX\Common\MRX_CommonUtility.cpp,16
HzApplications\MRX\Computation\MRX_DfModuleBaseClass_Frame.cpp,7
HzApplications\MRX\Computation\MRX_DfModuleLSI_Frame.cpp,7
HzApplications\MRX\Computation\MRX_DfModuleWsumTo3DMap_Base_Frame.cpp,20
HzApplications\MRX\Computation\MRX_DfModuleWsumToT2Dist_Base_Frame.cpp,20
HzApplications\MRX\CustomUI\MRX_InfoPanel.cs,29
HzApplications\MRX\CustomUI\MRX_UIFileSelect.cs,8
HzApplications\MRX\Equipment\MRX_Element_MRXS.cpp,8
HzApplications\MRX\Equipment\MRX_Tool.cpp,10
HzApplications\MRX\MRX_ConversionModule\MRX_AddMaxisChannel.cpp,44
HzApplications\MRX\MRX_ConversionModule\MRX_WriteMaxisChannel.cpp,60
HzApplications\MRX\MRX_GraphicsModule\MRX_T2CurveTM.cpp,64
HzApplications\MRX\MRX_GraphicsModule\MRX_T2CurveTM.h,15
HzApplications\MRX\MRX_WaveformViewer\MRX_WaveformTransformationModule.cs,12
HzApplications\MRX\Parameter\MRX_ParamModule_AxisValue.cpp,7
HzApplications\MRX\Parameter\MRX_ParamModule_AxisValue.h,11
HzApplications\MRX\Simulation\MRX_ComputationTest.cpp,48
HzApplications\MRX\Simulation\MRX_ComputationTest.h,22
HzApplications\MRX\Tasks\Characterization\MRX_StepCharacterizationAcq.cpp,63
HzApplications\MRX\Tasks\Characterization\MRX_StepCharacterizationAcq.h,302
HzApplications\MRX\Tasks\Characterization\MRX_StepCharacterizationLog.cpp,36
HzApplications\MRX\Tasks\Characterization\MRX_StepCharacterizationLog.h,206
HzApplications\MRX\Tasks\Characterization\MRX_TaskCharacterizationAcqProxy.h,35
HzApplications\MRX\Tasks\Characterization\MRX_TaskCharacterizationCommon.h,9
HzApplications\MRX\Tasks\Characterization\MRX_TaskCharacterizationLogProxy.h,35
HzApplications\MRX\Tasks\MRX_PreDepthLog_Task.cpp,26
HzApplications\MRX\Tasks\MRX_PreDepthLog_Task.h,51
HzApplications\MRX\Tasks\MRX_PreStationLog_Task.cpp,26
HzApplications\MRX\Tasks\MRX_PreStationLog_Task.h,51
HzApplications\MRX\Tasks\MRX_SeqModuleLoadSequence.cpp,18
HzApplications\MRX\Tasks\MRX_SeqModuleReadCaliData.cpp,9
HzApplications\MRX\Tasks\MRX_SeqModuleResetCaliLimits.cpp,9
HzApplications\MRX\Tasks\MRX_Step_Base.h,14
HzApplications\MRX\Tasks\MRX_Task_Base.h,23
HzApplications\MRX\Tasks\MRX_TaskAccessFlash_Base.cpp,53
HzApplications\MRX\Tasks\MRX_TaskAccessFlash_Base.h,29
HzApplications\MRX\Tasks\MRX_TaskAgent.cpp,9
HzApplications\MRX\Tasks\MRX_TaskAssetMemory_Base.h,7
HzApplications\MRX\Tasks\MRX_TaskBootFromSector.cpp,14
HzApplications\MRX\Tasks\MRX_TaskBootFromSector.h,83
HzApplications\MRX\Tasks\MRX_TaskDisableAccAcq.cpp,30
HzApplications\MRX\Tasks\MRX_TaskDisableAccAcq.h,120
HzApplications\MRX\Tasks\MRX_TaskDisableAllSamplesMode.cpp,15
HzApplications\MRX\Tasks\MRX_TaskDisableAllSamplesMode.h,120
HzApplications\MRX\Tasks\MRX_TaskDisableAutoTuning.cpp,30
HzApplications\MRX\Tasks\MRX_TaskDisableAutoTuning.h,120
HzApplications\MRX\Tasks\MRX_TaskDisableSondePwr.cpp,14
HzApplications\MRX\Tasks\MRX_TaskDisableSondePwr.h,68
HzApplications\MRX\Tasks\MRX_TaskEnableAccAcq.cpp,30
HzApplications\MRX\Tasks\MRX_TaskEnableAccAcq.h,120
HzApplications\MRX\Tasks\MRX_TaskEnableAllSamplesMode.cpp,30
HzApplications\MRX\Tasks\MRX_TaskEnableAllSamplesMode.h,120
HzApplications\MRX\Tasks\MRX_TaskEnableAutoTuning.cpp,47
HzApplications\MRX\Tasks\MRX_TaskEnableAutoTuning.h,59
HzApplications\MRX\Tasks\MRX_TaskEnableSondePwr.cpp,25
HzApplications\MRX\Tasks\MRX_TaskEnableSondePwr.h,59
HzApplications\MRX\Tasks\MRX_TaskEraseAndWriteToFlash.cpp,35
HzApplications\MRX\Tasks\MRX_TaskEraseAndWriteToFlash.h,99
HzApplications\MRX\Tasks\MRX_TaskEraseProgramSector.cpp,14
HzApplications\MRX\Tasks\MRX_TaskEraseProgramSector.h,99
HzApplications\MRX\Tasks\MRX_TaskFieldFlashPro.cpp,26
HzApplications\MRX\Tasks\MRX_TaskFieldFlashPro.h,66
HzApplications\MRX\Tasks\MRX_TaskGetFRWInfo.cpp,27
HzApplications\MRX\Tasks\MRX_TaskGetFRWInfo.h,45
HzApplications\MRX\Tasks\MRX_TaskGetRunFMWVersion.cpp,14
HzApplications\MRX\Tasks\MRX_TaskGetRunFMWVersion.h,81
HzApplications\MRX\Tasks\MRX_TaskGetSerialNumber.cpp,38
HzApplications\MRX\Tasks\MRX_TaskGetSerialNumber.h,81
HzApplications\MRX\Tasks\MRX_TaskLoadShellDataFlashToRAM.cpp,80
HzApplications\MRX\Tasks\MRX_TaskLoadShellDataFlashToRAM.h,64
HzApplications\MRX\Tasks\MRX_TaskReadFileCaliData.cpp,30
HzApplications\MRX\Tasks\MRX_TaskReadFileCaliData.h,76
HzApplications\MRX\Tasks\MRX_TaskReadFileMRXSCoeff.cpp,14
HzApplications\MRX\Tasks\MRX_TaskReadFileMRXSCoeff.h,76
HzApplications\MRX\Tasks\MRX_TaskReadFirmwareVersions.cpp,30
HzApplications\MRX\Tasks\MRX_TaskReadFirmwareVersions.h,46
HzApplications\MRX\Tasks\MRX_TaskResetBoard.cpp,34
HzApplications\MRX\Tasks\MRX_TaskResetBoard.h,66
HzApplications\MRX\Tasks\MRX_TaskResetReceiverBoard.cpp,30
HzApplications\MRX\Tasks\MRX_TaskResetReceiverBoard.h,132
HzApplications\MRX\Tasks\MRX_TaskRestartSequence.h,132
HzApplications\MRX\Tasks\MRX_TaskSaveShellDataRAMToFlash.cpp,102
HzApplications\MRX\Tasks\MRX_TaskSaveShellDataRAMToFlash.h,64
HzApplications\MRX\Tasks\MRX_TaskSetAccSampleRate.cpp,14
HzApplications\MRX\Tasks\MRX_TaskSetAccSampleRate.h,92
HzApplications\MRX\Tasks\MRX_TaskSetNumOfSamples.cpp,14
HzApplications\MRX\Tasks\MRX_TaskSetNumOfSamples.h,92
HzApplications\MRX\Tasks\MRX_TaskSetSerialNumber.cpp,38
HzApplications\MRX\Tasks\MRX_TaskSetSerialNumber.h,81
HzApplications\MRX\Tasks\MRX_TaskShellData.cpp,31
HzApplications\MRX\Tasks\MRX_TaskShellData.h,68
HzApplications\MRX\Tasks\MRX_TaskStopSequence.cpp,14
HzApplications\MRX\Tasks\MRX_TaskStopSequence.h,58
HzApplications\MRX\Tasks\MRX_TaskToolControl_Base.h,7
HzApplications\MRX\Tasks\MRX_TaskWriteBnmToFlash.cpp,19
HzApplications\MRX\Tasks\MRX_TaskWriteBnmToFlash.h,99
HzApplications\MRX\Tasks\MRX_TaskWriteFileCaliData.cpp,39
HzApplications\MRX\Tasks\MRX_TaskWriteFileCaliData.h,76
HzApplications\MRX\Tasks\MRX_TaskWriteFileMRXSCoeff.cpp,39
HzApplications\MRX\Tasks\MRX_TaskWriteFileMRXSCoeff.h,76
HzApplications\MRX\Tasks\TestAndInspection\MRX_TITask_AinAoutTest.cpp,45
HzApplications\MRX\Tasks\TestAndInspection\MRX_TITask_AinAoutTest.h,77
HzApplications\MRX\Tasks\TestAndInspection\MRX_TITask_ComOnceTest.cpp,45
HzApplications\MRX\Tasks\TestAndInspection\MRX_TITask_ComOnceTest.h,74
HzApplications\MRX\Tasks\TestAndInspection\MRX_TITask_DHCCommunicate.cpp,38
HzApplications\MRX\Tasks\TestAndInspection\MRX_TITask_DHCCommunicate.h,105
HzApplications\MRX\Tasks\TestAndInspection\MRX_TITask_FreqSynTest.cpp,45
HzApplications\MRX\Tasks\TestAndInspection\MRX_TITask_FreqSynTest.h,77
HzApplications\MRX\Tasks\TestAndInspection\MRX_TITask_PDCDecimationTest.cpp,45
HzApplications\MRX\Tasks\TestAndInspection\MRX_TITask_PDCDecimationTest.h,77
HzApplications\MRX\Tasks\TestAndInspection\MRX_TITask_PDCWriteTest.cpp,45
HzApplications\MRX\Tasks\TestAndInspection\MRX_TITask_PDCWriteTest.h,77
HzApplications\MRX\Tasks\TestAndInspection\MRX_TITask_SelectInputSignal.cpp,28
HzApplications\MRX\Tasks\TestAndInspection\MRX_TITask_SelectInputSignal.h,76
HzApplications\MRX\Tasks\TestAndInspection\MRX_TITask_SelfTest.cpp,45
HzApplications\MRX\Tasks\TestAndInspection\MRX_TITask_SelfTest.h,74
HzApplications\MRX\Tasks\TestAndInspection\MRX_TITask_SeqGenTest.cpp,45
HzApplications\MRX\Tasks\TestAndInspection\MRX_TITask_SeqGenTest.h,77
HzApplications\MRX\Tasks\TestAndInspection\MRX_TITask_SetRFRelays.cpp,45
HzApplications\MRX\Tasks\TestAndInspection\MRX_TITask_SetRFRelays.h,72
HzApplications\MRX\Tasks\TestAndInspection\MRX_TITask_StartUpTest.cpp,38
HzApplications\MRX\Tasks\TestAndInspection\MRX_TITask_StartUpTest.h,91
HzApplications\MRX\UnitTest\MRX_GTest\MRX_TaskEraseAndWriteToFlash_UnitTest.cpp,7
HzApplications\MRX\UnitTest\MRX_GTest\MRX_TaskFieldFlashPro_UnitTest.cpp,7
HzApplications\MSCT\Common\CoreImpl\MsctAcqModuleBase.cpp,58
HzApplications\MSCT\Common\CoreImpl\MsctAcqMsg.h,128
HzApplications\MSCT\Common\CoreImpl\MsctCalibrationBase.cpp,86
HzApplications\MSCT\Common\CoreImpl\MsctCalibrationBase.h,30
HzApplications\MSCT\Common\CoreImpl\MsctCoordinator.h,8
HzApplications\MSCT\Common\CoreImpl\MsctDataFlowModuleBase.cpp,17
HzApplications\MSCT\Common\CoreImpl\MsctEquipmentBase.cpp,18
HzApplications\MSCT\Common\CoreImpl\MsctEquipmentToolkit.cpp,52
HzApplications\MSCT\Common\CoreImpl\MsctEquipmentToolkit.h,11
HzApplications\MSCT\Common\CoreImpl\MsctSimModuleBase.cpp,35
HzApplications\MSCT\Common\CoreImpl\MsctSimModuleBase.h,83
HzApplications\MSCT\Common\CoreImpl\MsctSlot.h,236
HzApplications\MSCT\Common\CoreImpl\MsctToolCtrlModuleBase.cpp,19
HzApplications\MSCT\Common\CoreImpl\MsctToolCtrlModuleBase.h,29
HzApplications\MSCT\Common\CoreImpl\MsctToolCtrlTaskBase.cpp,60
HzApplications\MSCT\Common\CoreImpl\MsctToolCtrlTaskBase.h,117
HzApplications\MSCT\Common\CoreImpl\MsctUnitConversion.cpp,9
HzApplications\MSCT\Common\CoreImpl\MsctUnitConversion.h,12
HzApplications\MSCT\Common\Definition\MsctHardwareDataStructure.h,7
HzApplications\MSCT\Common\MsctCommon_System.h,9
HzApplications\MSCT\Common\Utility\MsctBlittableDataTypes.h,487
HzApplications\MSCT\Common\Utility\MsctCppMacro.h,10
HzApplications\MSCT\Common\Utility\MsctDataBag.h,33
HzApplications\MSCT\Common\Utility\MsctFlagBag.cpp,17
HzApplications\MSCT\Common\Utility\MsctFlagBag.h,13
HzApplications\MSCT\Common\Utility\MsctProgrammingToolkit.h,12
HzApplications\MSCT\Common\Utility\MsctWinSystem.h,7
HzApplications\MSCT\GTest\Equipment\MsctDaToolUnitTest.cpp,11
HzApplications\MSCT\GTest\Equipment\MsctEaToolUnitTest.cpp,11
HzApplications\MSCT\GTest\Equipment\MsctFToolUnitTest.cpp,11
HzApplications\MSCT\GTest\Simulation\MsctDaSimBusMasterUnitTest.cpp,66
HzApplications\MSCT\GTest\Simulation\MsctEaSimBusMasterUnitTest.cpp,58
HzApplications\MSCT\GTest\Simulation\MsctFSimBusMasterUnitTest.cpp,55
HzApplications\MSCT\GTest\Simulation\XlRockSimDownholeDrillingControllerUnitTest.cpp,16
HzApplications\MSCT\GTest\ToolControl\MsctSeqModule_OilLevelMonitor_UnitTest.cpp,32
HzApplications\MSCT\MSCT\Common\Acquisition\MsctEftbBusMaster.cpp,64
HzApplications\MSCT\MSCT\Common\Acquisition\MsctEftbBusMaster.h,52
HzApplications\MSCT\MSCT\Common\Acquisition\MsctEftbBusMasterV10.cpp,8
HzApplications\MSCT\MSCT\Common\Acquisition\MsctEftbBusMasterV10.h,8
HzApplications\MSCT\MSCT\Common\Calibration\MsctAccumTask.cpp,39
HzApplications\MSCT\MSCT\Common\Calibration\MsctAccumTask_AnchorShoePlus.cpp,50
HzApplications\MSCT\MSCT\Common\Calibration\MsctAccumTask_AnchorShoePlus.h,14
HzApplications\MSCT\MSCT\Common\Calibration\MsctAccumTask_AnchorShoeZero.cpp,33
HzApplications\MSCT\MSCT\Common\Calibration\MsctAccumTask_AnchorShoeZero.h,14
HzApplications\MSCT\MSCT\Common\Calibration\MsctCaliCompModule_KinematicsPistonPosition.cpp,16
HzApplications\MSCT\MSCT\Common\Equipment\MsctElementCoringMotor.cpp,18
HzApplications\MSCT\MSCT\Common\Equipment\MsctSegmentMechanicalUnit.cpp,72
HzApplications\MSCT\MSCT\Common\Equipment\MsctTool.cpp,48
HzApplications\MSCT\MSCT\Common\Equipment\MsctTool.h,7
HzApplications\MSCT\MSCT\Common\MsctToolProfile.cpp,16
HzApplications\MSCT\MSCT\Common\Simulation\MsctEftbSimBusMaster.cpp,18
HzApplications\MSCT\MSCT\Common\Simulation\MsctEftbSimBusMaster.h,22
HzApplications\MSCT\MSCT\Common\Simulation\MsctEftbSimStateMachine.cpp,24
HzApplications\MSCT\MSCT\Common\Simulation\MsctEftbSimStateMachine.h,11
HzApplications\MSCT\MSCT\Common\Simulation\MsctMccmSimModule.h,9
HzApplications\MSCT\MSCT\Common\ToolControl\MsctSeqModule_TnDMotorTest.cpp,17
HzApplications\MSCT\MSCT\Common\ToolControl\MsctSeqModule_TnDShoeKinematicsTest.cpp,17
HzApplications\MSCT\MSCT\Common\ToolControl\MsctTask_OpenAnchorShoe.cpp,14
HzApplications\MSCT\MSCT\Common\ToolControl\MsctTasks.cpp,72
HzApplications\MSCT\MSCT\MSCT-BA\Acquisition\MsctBaBusMaster.h,12
HzApplications\MSCT\MSCT\MSCT-BA\Equipment\MsctBaTool.cpp,20
HzApplications\MSCT\MSCT\MSCT-BA\Simulation\MsctBaSimBusMaster.cpp,10
HzApplications\MSCT\MSCT\MSCT-DA\Equipment\MsctDaTool.cpp,39
HzApplications\MSCT\MSCT\MSCT-DA\Equipment\MsctDaTool.h,7
HzApplications\MSCT\MSCT\MSCT-F\Acquisition\McecFAcqMsg.h,59
HzApplications\MSCT\MSCT\MSCT-F\Acquisition\MsctDownholeBusMasterV12Base.cpp,58
HzApplications\MSCT\MSCT\MSCT-F\Acquisition\MsctEftbBusMasterV12.cpp,8
HzApplications\MSCT\MSCT\MSCT-F\Acquisition\MsctEftbBusMasterV12.h,8
HzApplications\MSCT\MSCT\MSCT-F\Acquisition\MsctEftbBusMasterV12Base.cpp,64
HzApplications\MSCT\MSCT\MSCT-F\Acquisition\MsctEftbBusMasterV12Base.h,52
HzApplications\MSCT\MSCT\MSCT-F\Simulation\MsctEftbSimModuleV12.cpp,18
HzApplications\MSCT\MSCT\MSCT-F\Simulation\MsctEftbSimModuleV12.h,22
HzApplications\MSCT\MSCT\MSCT-F\Simulation\MsctEftbSimStateMachineV12.cpp,24
HzApplications\MSCT\MSCT\MSCT-F\Simulation\MsctEftbSimStateMachineV12.h,11
HzApplications\MSCT\MSCT\MSCT-F\Simulation\MsctFSimModuleBase.cpp,35
HzApplications\MSCT\MSCT\MSCT-F\Simulation\MsctFSimModuleBase.h,74
HzApplications\MSCT\MsctDelComponent\PropertyRunSelector.cs,23
HzApplications\MSCT\MsctUI\CoreReport\SummaryRecordCoreReportDataAccessor.cs,16
HzApplications\MSCT\MsctUI\DataModels\Common\PropertyChangedNotificationBase.cs,19
HzApplications\MSCT\MsctUI\DataModels\EditControllerParameters\EditControllerParameterTaskWorkflow.cs,7
HzApplications\MSCT\MsctUI\DataModels\MsctLowLevelTaskWorkflowBase.cs,7
HzApplications\MSCT\MsctUI\DataModels\XLRockChannelLiteBuilder.cs,78
HzApplications\MSCT\MsctUI\MsctBaSimUI.cs,11
HzApplications\MSCT\MsctUI\MsctCustomUI_CoreReport_SR.cs,120
HzApplications\MSCT\MsctUI\MsctCustomUI_DA_Control_WPF.cs,9
HzApplications\MSCT\MsctUI\MsctCustomUI_F_Control_WPF.cs,9
HzApplications\MSCT\MsctUI\MsctDaSimUI.cs,11
HzApplications\MSCT\MsctUI\MsctUI_MsTest\McmuDInternalViewModel_MsTest.cs,11
HzApplications\MSCT\MsctUI\MsctUI_MsTest\McmuDToolInternalDataModelMsTest.cs,11
HzApplications\MSCT\MsctUI\MsctUI_MsTest\MsctBDataChannelHandler_MsTest.cs,8
HzApplications\MSCT\MsctUI\MsctUI_MsTest\MsctBLowLevelTaskWorkflow_MsTest.cs,11
HzApplications\MSCT\MsctUI\MsctUI_MsTest\MsctFLowLevelTaskWorkflow_MsTest.cs,17
HzApplications\MSCT\MsctUI\MsctUI_MsTest\XLRockDataChannelHandler_MsTest.cs,8
HzApplications\MSCT\MsctUI\MsctUI_MsTest\XLRockLowLevelTaskWokflow_MsTest.cs,28
HzApplications\MSCT\MsctUI\ViewModels\RelayCommand.cs,10
HzApplications\MSCT\MsctUICommon\Component\MsctWinForm_DismissibleQuestionDlgBox.cs,26
HzApplications\MSCT\MsctUICommon\Component\MsctWinForm_Image.cs,19
HzApplications\MSCT\MsctUICommon\Utility\MsctUtility_DebugFacility.cs,10
HzApplications\MSPT\Common\Common\Calibration\MathLib.h,7
HzApplications\MSPT\Common\Common\Calibration\MSPT_PressureCaliCoeffUtil.cpp,16
HzApplications\MSPT\Common\Common\Calibration\MSPT_PressureCaliCoeffUtil.h,12
HzApplications\MSPT\Common\Common\Calibration\PolyFitting2D.h,8
HzApplications\MSPT\Common\Common\CommonDef\Channel.cpp,8
HzApplications\MSPT\Common\Common\CommonDef\Channel.h,40
HzApplications\MSPT\Common\Common\CommonDef\MSPT_Commands.cpp,10
HzApplications\MSPT\Common\Common\CommonDef\MSPT_Commands.h,41
HzApplications\MSPT\Common\Common\CommonDef\MSPT_Converters.h,8
HzApplications\MSPT\Common\Common\ToolControl\MSPT_Module_SequenceModule.cpp,36
HzApplications\MSPT\Common\Common\ToolControl\MSPT_SolenoidTask.cpp,10
HzApplications\MSPT\Common\Common\UnitTest\Common\EquipmentCommonTest.cpp,83
HzApplications\MSPT\Common\Common\UnitTest\Common\EquipmentCommonTest.h,9
HzApplications\MSPT\Common\Common\UnitTest\Mock\fakeEquipment.h,102
HzApplications\MSPT\Common\Common\UnitTest\Mock\FakeMsptAcqModuleBase.h,8
HzApplications\MSPT\Common\Common\UnitTest\Mock\FakeMsptToolProfile.h,8
HzApplications\MSPT\Common\Common\Utility\ber_crc.cpp,36
HzApplications\MSPT\Common\Common\Utility\MSPT_Utility.cpp,16
HzApplications\MSPT\Common\MSPA\Acquisition\MSPT_MSPA_Msak7OptionsAcqModule.cpp,12
HzApplications\MSPT\Common\MSPA\ToolControl\MSPT_MSPA_Msak7OptionsSequenceModule.cpp,12
HzApplications\MSPT\Common\MSPC\Common\MsptMspcSoftwareDataStructure.h,8
HzApplications\MSPT\Common\MSPC\Simulation\MSPT_MSPC_AnalogSimModule.h,12
HzApplications\MSPT\Common\MSPC\ToolControl\MSPT_CmdTask.cpp,9
HzApplications\MSPT\Common\MSPC\ToolControl\MSPT_CmdTask.h,29
HzApplications\MSPT\Common\MSPC\ToolControl\MSPT_MotorTask.h,12
HzApplications\MSPT\Common\MSPD\Acquisition\MSPT_MSPD_AcqModule.h,8
HzApplications\MSPT\Common\MSPL\Calibration\MSPT_LinActCali.h,28
HzApplications\MSPT\Common\MSPP\Equipment\MSPP_Actuator_Segment.h,7
HzApplications\MSPT\Common\MSPP\Equipment\MSPP_Tool.h,7
HzApplications\MSPT\Common\MSPR\Acquisition\MSPT_MSPR_AcqModule.h,8
HzApplications\MSPT\Common\MSPR\ToolControl\MSPT_MSPR_MillingForceTask.h,25
HzApplications\MSPT\Miscellaneous\Apps\MirageMemoryInit\MirageMemoryInit\Form1.cs,52
HzApplications\MSPT\Miscellaneous\MaxwellCAN\MtsSimCableMaster.cpp,25
HzApplications\MSPT\Miscellaneous\MaxwellCAN\MtsSimCableMaster.h,24
HzApplications\MSPT\MsptCommon\Acquisition\MsptAcqModuleBase.cpp,8
HzApplications\MSPT\MsptCommon\Acquisition\MsptMtsTelemetryData.h,19
HzApplications\MSPT\MsptCommon\Acquisition\MtsTelemetryData.h,19
HzApplications\MSPT\MsptCommon\CommonDef\CommonMsptConsts.h,21
HzApplications\MSPT\MsptCommon\CommonDef\CommonMsptTypes.h,20
HzApplications\MSPT\MsptCommon\MsptToolProfile.h,8
HzApplications\MSPT\UIs\CATTestUI\CATTestUI\MSPTParser.cs,9
HzApplications\MSPT\UIs\MSPT_CustomUiUtilBase\MSPT_CustomUiUtilBase.cs,22
HzApplications\MSPT\UIs\MSPT_CustomUiUtilBase\MsptToolProfile.cs,8
HzApplications\MSPT\UIs\MSPT_Mill_DebrisUI\MSPT_Mill_DebrisUI_MsTest\MockSetupHelper.cs,8
HzApplications\MSPT\UIs\MSPT_Mill_DebrisUI\ToolPanelADRMCalibration.cs,9
HzApplications\MSPT\UIs\MSPT_Mill_DebrisUI\ToolPanelMilling.cs,30
HzApplications\MSPT\UIs\MSPT_Mill_DebrisUI\ToolPanelMillingWithPressure.cs,30
HzApplications\MSPT\UIs\MSPT_NewShiftingUI\CommonDefs.cs,10
HzApplications\MSPT\UIs\MSPT_NewShiftingUI\MSPT_NewShiftingUI_MsTest\MSPT_Shifting_UI_UT.cs,32
HzApplications\MSPT\UIs\MSPT_PressureCaliUI\MSPT_PressureCaliUI.cs,29
HzApplications\MSPT\UIs\MSPT_PressureCaliUI\MSPT_ToolStringParseUtils.cs,24
HzApplications\MSPT\UIs\MsptUITestCommon\FakeCSlbUIParameterClasses.cs,8
HzApplications\MSPT\UIs\SetPlugUI\SetPlugUI\SetPlugUI.cs,67
HzApplications\MSPT\UIs\SetPlugUI\SetPlugUI\SurfaceTestUI.cs,67
HzApplications\NEXT\Acquisition\NEXT_AcqCmdUtil.cpp,10
HzApplications\NEXT\Acquisition\NEXT_PNGAcqModuleA.cpp,18
HzApplications\NEXT\Acquisition\NEXT_PNGAcqModuleC.cpp,18
HzApplications\NEXT\Common\NEXT_CRC.cpp,36
HzApplications\NEXT\Common\NEXT_HtmlUtil.cpp,11
HzApplications\NEXT\Common\NEXT_StdAfx.h,22
HzApplications\NEXT\Computation\NEXT_DfModuleNeutGenQC.cpp,7
HzApplications\NEXT\Computation\NEXT_DfModuleSpecDetQC.cpp,7
HzApplications\NEXT\NEXT_GTest\NEXT_LBTReportUtilUnitTest.cpp,32
HzApplications\NEXT\NEXT_GTest\NEXT_TnDUnitTest.cpp,22
HzApplications\NEXT\NEXT_WaveformViewer\NEXT_TM.cs,12
HzApplications\NEXT\Task\NEXT_ManCmdSendTask.h,12
HzApplications\NEXT\UI\ExtendedGauge.cs,7
HzApplications\NEXT\UI\NEXT_PNGControlUI.cs,7
HzApplications\NEXT\UI\NEXT_PNGCtrl.cs,69
HzApplications\NEXT\UI\NEXT_PNGManControlUI.cs,52
HzApplications\NEXT\UI\NEXT_UIUtil.cs,15
HzApplications\NEXT\UI\RegulationBar.cs,22
HzApplications\NEXT\UI\SetPoint.cs,13
HzApplications\NGI\GraphicsModule\NMX_BoreholeCrossSectionModule.cpp,30
HzApplications\NGI\NGIT\Acquisition\NGI_AcqModule.cpp,16
HzApplications\NGI\NGIT\Calibration\NGI_CaliComputationModule.h,12
HzApplications\NGI\NGIT\Calibration\NGI_CaliComputationModule_Plus.h,12
HzApplications\NGI\NGIT\Calibration\NGI_CaliComputationModule_Zero.h,12
HzApplications\NGI\NGIT\Calibration\NGI_CaliComputationTask_Plus.cpp,33
HzApplications\NGI\NGIT\Calibration\NGI_CaliComputationTask_Zero.cpp,21
HzApplications\NGI\NGIT\Calibration\NGI_PadCaliRead_Task.h,44
HzApplications\NGI\NGIT\Computation\NGI_DfModule_WellCAD.cpp,13
HzApplications\NGI\NGIT\TnD\NGI_TnD_PadCaliRegModule.cpp,12
HzApplications\NGI\NGIT\TnD\NGI_TnDTask_Check5VPads.cpp,9
HzApplications\NGI\NGIT\TnD\NGI_TnDTask_CheckTemperatures.cpp,9
HzApplications\NGI\NGIT\TnD\NGI_TnDTask_CommunicationTestBase.h,14
HzApplications\NGI\NGIT\TnD\NGI_TnDTask_PadCalibrationCheckBase.cpp,29
HzApplications\NGI\NGIT\TnD\NGI_TnDTask_PadCalibrationCheckBase.h,40
HzApplications\NGI\NGIT\TnD\NGI_TnDTask_PadElectrodeQuickCheckBase.cpp,29
HzApplications\NGI\NGIT\TnD\NGI_TnDTask_PadElectrodeQuickCheckBase.h,35
HzApplications\NGI\NGIT\UnitTest\NGI_AccumTaskImplMock.cpp,12
HzApplications\NGI\NGIT\UnitTest\NGI_AccumTaskImplMock.h,23
HzApplications\NGI\NGIT\UnitTest\NGI_GainControl_CommandHandler_UnitTest.cpp,20
HzApplications\NGI\NGIT\UnitTest\NGI_TnDTask_Check5VPadsTest.cpp,16
HzApplications\NGI\NGIT\UnitTest\NGI_TnDTask_CheckFirmwareVersionsTest.cpp,14
HzApplications\NGI\NGIT\UnitTest\NGI_TnDTask_CheckSondeRelaysTest.cpp,16
HzApplications\NMR\NMR_CommonUtility.h,52
HzApplications\OBMT\Acquisition\OBMT_RegulationModule_CaliperDepthCheck.h,10
HzApplications\OBMT\Acquisition\OBMT_SondeOperationImpl.cpp,40
HzApplications\OBMT\Acquisition\OBMT_SondeOperationImpl.h,12
HzApplications\OBMT\Acquisition\OBMT_ToolControlTask_DiscSonde.cpp,35
HzApplications\OBMT\Acquisition\OBMT_ToolControlTask_InjectionOff.cpp,47
HzApplications\OBMT\Acquisition\OBMT_ToolControlTask_InjectionOn.cpp,47
HzApplications\OBMT\Calibration\OBMT_CaliperCaliCompModule_OBMTi.cpp,14
HzApplications\OBMT\Calibration\OBMT_CaliperPlusAccumTask_OBMTi.cpp,14
HzApplications\OBMT\Calibration\OBMT_CaliperPlusCaliCompMod_OBMTi.cpp,14
HzApplications\OBMT\Calibration\OBMT_CaliperPlusCaliCompTask_OBMTi.cpp,33
