Project Name,Checkpoint Name,Created On,File Name,Lines,Statements,Percent Comment Lines,Percent Documentation Lines,"Classes, Interfaces, Structs",Methods per Class,Calls per Method,Statements per Method,Line Number of Most Complex Method*,Name of Most Complex Method*,Maximum Complexity*,Line Number of Deepest Block,Maximum Block Depth,Average Block Depth,Average Complexity*,Statements at block level 0,Statements at block level 1,Statements at block level 2,Statements at block level 3,Statements at block level 4,Statements at block level 5,Statements at block level 6,Statements at block level 7,Statements at block level 8,Statements at block level 9
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\xtra\XtraCustomUI_MsTest\XtraFrame_UT.cs,30,19,0.0,0.0,1,0.00,0.00,0.00,17,XtraFrame_UT.XtraFrame_ConstructionTest(),1,23,4,1.00,1.00,12,2,1,1,3,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\xtra\XtraCustomUI_MsTest\XtraTestUtil.cs,271,47,53.9,0.4,3,2.33,0.00,2.14,18,"CXtraTestUtil.CreateFakeDelegates(out Interface.ISlbUnits UnitServer, out Interface.ISlbUnits2 UnitServer2, out Interface.ISlbConvertUnits unitConversion)",1,27,3,1.21,1.00,16,12,12,7,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\xtra\XtraCustomUI_MsTest\XtraTractorUI_UT.cs,30,19,0.0,0.0,1,1.00,3.00,5.00,17,XtraTractorUI_UT.XtraTractorUI_ConstructionTest(),1,23,4,1.00,1.00,12,2,1,1,3,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\xtra\XtraCustomUI_MsTest\XtraUtilTest.cs,114,73,1.8,0.0,1,4.00,5.25,11.75,28,"XtraUtilTest.TestSetup(out Interface.ISlbUnits UnitServer, out Interface.ISlbUnits2 UnitServer2, out ISlbConvertUnits unitConversion)",1,68,3,1.51,1.00,16,10,41,6,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\xtra\XtraCustomUI_MsTest\Properties\AssemblyInfo.cs,36,15,47.2,0.0,0,0.00,0.00,0.00,,,0,1,0,0.00,0.00,15,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\XTRAB\CustomUI2\CommonDefs.cs,317,130,16.1,0.0,1,4.00,0.00,3.00,286,CommonDefs.ConvertTelemValueToTractorSpeedFTHR(UInt16 packedValue),1,288,2,0.94,1.00,20,98,12,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\XTRAB\CustomUI2\ToolHelper.cs,1068,430,5.6,8.8,1,102.00,0.59,1.97,1024,ToolHelper.WaitForSlowChannels(),7,899,5,1.95,1.25,24,114,168,112,8,4,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\XTRAB\CustomUI2\ToolstringInfo.cs,314,136,8.3,4.5,1,17.00,1.53,5.47,129,ToolstringInfo.DiscoverXTRABToolInfo(),15,227,8,2.62,2.59,5,30,43,27,15,6,4,3,3,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\XTRAB\CustomUI2\XtrabCmdHandler.cs,767,390,8.2,1.6,1,17.00,6.00,20.35,78,"XtrabCmdHandler.HandelTractoringEvent(ref TractorControlCmd requestedAction, ref TractoringEventArgs args, ref XTRABFrame XTRABFrame1, ref TractoringState m_tractoringState, ref int requestedSpeed, string TR_SPEED_FBChanDisplayUnit, TractoringEvent tractoringEvent, ref TractorControlCmd waitingForTractorCmd, ref int waitingForTractorCmd_WaitTickCt)",25,631,9+,3.31,7.59,18,26,124,83,49,16,45,17,4,8
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\XTRAB\CustomUI2\XtrabFrame.cs,448,200,14.7,5.6,1,16.00,2.19,10.38,72,"XTRABFrame.EnableDisableControls(bool telemetryUp, bool allChannelActive, bool m_isExpertMode, ref ToolstringInfo m_ToolStringInfo, ref List<ToolHelper> m_toolHelpers, out TractorControlCmd action, out bool dirUP)",12,127,5,2.59,3.44,10,17,67,58,47,1,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\XTRAB\CustomUI2\XtrabFrame.Designer.cs,300,193,24.3,3.7,1,2.00,18.50,86.50,14,XTRABFrame.Dispose(bool disposing),3,18,3,1.89,2.00,2,18,172,1,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\XTRAB\CustomUI2\XtrabGridEventHandler.cs,79,43,8.9,0.0,1,4.00,1.50,6.25,47,"XtrabGridEventHandler.grid_CurrentCellValidateString(object sender, GridCurrentCellValidateStringEventArgs e)",7,66,6,2.07,3.25,14,4,10,5,4,2,4,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\XTRAB\CustomUI2\XtrabGridUtil.cs,687,398,11.9,2.2,1,7.00,9.57,53.86,455,"XtrabGridUtil.UpdateGridsWithChannelValues(ref XTRABFrame XTRABFrame1, int toolIndex, ISlbConvertUnits unitConversion, ref List<ToolHelper> toolHelpers, ref string TR_AF_FBChanStorageUnit, ref string TR_AF_FBChanDisplayUnit, ref string TR_SPEED_FBChanDisplayUnit, out bool syncSupervisorPanelSpeedSliderValueNeeded)",26,621,8,4.51,14.57,14,7,59,54,59,74,20,107,4,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\XTRAB\CustomUI2\XtrabStatus.cs,350,154,13.7,7.4,1,10.00,0.90,13.20,226,"XtrabStatus.LastCmdExecutedByTool(ref List<ToolHelper> toolHelpers, int toolIndex, TractorControlCmd waitingForTractorCmd, ref int waitingForTractorCmd_WaitTickCt, ref TractoringState tractoringState, int requestedSpeed, ISlbConvertUnits unitConversion, string TR_SPEED_FBChanStorageUnit)",15,276,7,3.00,5.90,12,10,49,23,29,19,10,2,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\XTRAB\CustomUI2\XtrabToolPanel.cs,127,66,10.2,6.3,1,8.00,1.63,4.75,53,XTRABToolPanel.OnSizeChanged(EventArgs e),6,34,3,1.55,2.00,13,14,29,10,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\XTRAB\CustomUI2\XtrabToolPanel.Designer.cs,663,524,9.0,1.7,1,2.00,44.00,251.00,17,XTRABToolPanel.Dispose(bool disposing),3,21,3,1.95,2.00,4,18,501,1,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\XTRAB\CustomUI2\XtrabTractorUI.cs,1334,590,9.3,7.5,1,49.00,3.63,9.82,1044,"XtrabTractorUI.timer_UIRefresh_Tick(object sender, EventArgs e)",12,497,6,2.51,4.00,31,78,232,130,67,33,19,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\XTRAB\CustomUI2\XtrabTractorUI.Designer.cs,103,50,23.3,10.7,1,2.00,5.00,20.00,14,XtrabTractorUI.Dispose(bool disposing),3,18,3,1.78,2.00,2,8,39,1,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\XTRAB\CustomUI2\XtrabUtil.cs,756,305,13.0,3.4,1,18.00,6.67,15.28,592,"XtrabUtil.SetupSupervisorPanelGauges(XTRABFrame XTRABFrame1, ref ToolstringInfo toolStringInfo)",20,411,7,3.02,6.67,12,18,101,74,49,24,25,2,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\XTRAB\CustomUI2\Properties\AssemblyInfo.cs,42,15,54.8,0.0,0,0.00,0.00,0.00,,,0,1,0,0.00,0.00,15,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\XTRAB\CustomUI2\Properties\Resources.Designer.cs,73,33,17.8,17.8,1,5.00,0.60,2.00,40,Resources.ResourceManager.get(),2,42,4,1.67,1.20,6,13,4,6,4,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\XTRAB\XtrabCustomUI_MsTest\CommonDefsTest.cs,127,43,24.4,15.7,1,6.00,1.33,3.67,24,CommonDefsTest.ConvertArmForceLBFToTelemValueTest(),1,25,3,1.49,1.00,5,14,22,2,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\XTRAB\XtrabCustomUI_MsTest\FakeClasses.cs,54,19,0.0,27.8,1,3.00,0.00,1.33,35,CSlbUIParameterUShortFake.ValueT.get(),1,44,3,0.95,1.00,9,4,4,2,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\XTRAB\XtrabCustomUI_MsTest\HelperUtil.cs,137,59,0.0,10.9,1,4.00,5.75,9.50,64,HelperUtil.CreateToolHelper(bool motorRunning),3,122,3,1.42,1.50,17,4,34,4,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\XTRAB\XtrabCustomUI_MsTest\ToolHelperTest.cs,300,162,3.7,16.7,1,18.00,2.61,5.44,28,ToolHelperTest.IsHVMOKTest(),1,29,3,1.56,1.00,11,51,98,2,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\XTRAB\XtrabCustomUI_MsTest\ToolstringInfoTest.cs,221,112,1.8,17.2,1,14.00,1.36,4.64,25,ToolstringInfoTest.GetMSPCGuidTest(),1,26,3,1.55,1.00,7,38,65,2,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\XTRAB\XtrabCustomUI_MsTest\XtrabCmdHandlerTest.cs,123,69,1.6,0.0,1,6.00,2.67,6.17,34,XtrabCmdHandlerTest.ApplyParametersDelegate(List<CSlbUIParameterBase> parameters),1,61,4,1.52,1.00,19,13,21,14,2,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\XTRAB\XtrabCustomUI_MsTest\XTRABFrameTest.cs,116,52,6.0,17.2,1,7.00,1.43,3.43,27,XTRABFrameTest.InitializeComponentTest(),1,28,3,1.37,1.00,9,17,24,2,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\XTRAB\XtrabCustomUI_MsTest\XtrabGridEventHandlerTest.cs,57,26,1.8,24.6,1,1.00,3.00,5.00,45,XtrabGridEventHandlerTest.EventHandlerTest(),1,49,3,0.62,1.00,19,2,1,4,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\XTRAB\XtrabCustomUI_MsTest\XtrabGridUtilTest.cs,99,49,0.0,19.2,1,2.00,6.00,13.50,48,XtrabGridUtilTest.ExpertModeGridCreationRefreshTest(),1,57,3,1.55,1.00,18,4,9,18,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\XTRAB\XtrabCustomUI_MsTest\XtrabStatusTest.cs,252,133,2.0,6.0,1,6.00,10.00,17.17,160,XtrabStatusTest.CheckHVMStatusTest(),4,183,5,2.47,1.50,18,12,18,65,15,5,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\XTRAB\XtrabCustomUI_MsTest\XtrabTestUtil.cs,88,59,1.1,17.0,1,7.00,0.57,5.43,33,"CXtrabTestUtil.CreateFakeDelegates(out Interface.ISlbUnits UnitServer, out Interface.ISlbUnits2 UnitServer2, out Interface.ISlbConvertUnits unitConversion)",1,51,3,1.71,1.00,14,6,22,17,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\XTRAB\XtrabCustomUI_MsTest\XTRABToolPanelTest.cs,111,46,2.7,18.0,1,7.00,1.14,2.86,28,XTRABToolPanelTest.XTRABToolPanelConstructorTest(),1,29,3,1.35,1.00,8,16,20,2,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\XTRAB\XtrabCustomUI_MsTest\XtrabTractorUITest.cs,85,33,1.2,27.1,1,3.00,1.33,2.67,52,XtrabTractorUITest.XtrabTractorUI_ConstructionTest(),1,53,3,1.06,1.00,15,8,3,7,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\XTRAB\XtrabCustomUI_MsTest\XtrabUtilTest.cs,166,70,0.0,13.9,1,5.00,4.80,8.40,53,XtrabUtilTest.IsThermalShutdownEnabledTest(),1,54,3,1.94,1.00,17,9,5,39,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\XTRAB\XtrabCustomUI_MsTest\Xtrab_SimUI_Test.cs,228,149,1.3,1.3,1,12.00,2.42,8.83,36,XTRAB_SimUI_Test.ResetDoubleArray(),2,32,3,1.85,1.08,10,33,76,30,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\XTRAB\XtrabCustomUI_MsTest\Properties\AssemblyInfo.cs,41,15,53.7,0.0,0,0.00,0.00,0.00,,,0,1,0,0.00,0.00,15,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\XTRAB\XTRABSimUI\SliderEditBoxCtl.cs,352,189,6.5,3.7,1,23.00,1.35,6.09,196,SliderEditBoxCtrl.ValidateData(),9,216,5,2.20,1.87,8,27,102,29,17,6,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\XTRAB\XTRABSimUI\XTRABSimUI.cs,248,133,3.6,4.0,1,16.00,1.50,6.56,134,XTRABSimUI.GetMTR_POST(int old_mtr_post),7,106,4,2.05,2.88,10,18,68,29,8,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\XTRAB\XTRABSimUI\XTRABSimUI.Designer.cs,321,232,16.8,3.4,1,2.00,12.50,104.50,14,XTRABSimUI.Dispose(bool disposing),3,18,3,1.90,2.00,2,21,208,1,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Tractors\XTRAB\XTRABSimUI\Properties\AssemblyInfo.cs,36,15,47.2,0.0,0,0.00,0.00,0.00,,,0,1,0,0.00,0.00,15,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\Common\USIT_SharedUIComponent\DscLapPassParameterReader.cs,213,105,12.2,0.0,2,4.50,5.33,8.67,78,"DscLapPassParameterReader.GetZonedParameterValue(string ParamOSDD, double SelectedIndex, bool isZoneSet, string lapGUID,string ensembleGuid = null)",10,103,5,2.22,2.78,10,17,38,23,14,3,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\Common\USIT_SharedUIComponent\DscReadLockFactory.cs,26,7,7.7,0.0,1,1.00,1.00,1.00,21,DscReadLockFactory.New(params ISlbDscCollection[] collections),1,23,2,0.43,1.00,5,1,1,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\Common\USIT_SharedUIComponent\DscRepresentationArrayFloatFactory.cs,86,46,3.5,0.0,1,4.00,3.75,7.50,36,DscRepresentationArrayFloatFactory.PrepareQueryToGetChannelRepresentation(),2,45,3,1.61,1.40,5,11,27,3,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\Common\USIT_SharedUIComponent\IUnitConverter.cs,14,9,0.0,0.0,1,0.00,0.00,0.00,,,0,1,0,0.00,0.00,9,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\Common\USIT_SharedUIComponent\ParameterReader.cs,71,33,4.2,0.0,1,4.00,3.25,5.00,49,ParameterReader.GetLatestValueByGuid(string parameterGuid),3,38,3,1.58,2.00,6,7,15,5,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\Common\USIT_SharedUIComponent\ReadLockFactory.cs,22,5,9.1,0.0,1,0.00,0.00,0.00,,,0,13,0,0.00,0.00,5,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\Common\USIT_SharedUIComponent\RepresentationArrayFloatFactory.cs,21,4,9.5,0.0,1,0.00,0.00,0.00,,,0,13,0,0.00,0.00,4,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\Common\USIT_SharedUIComponent\UnitConverter.cs,27,13,0.0,0.0,1,3.00,0.67,1.33,11,"UnitConverter.Convert(double dblVal, string sOldUnit, string sNewUnit)",1,13,2,1.00,1.00,4,5,4,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\Common\USIT_SharedUIComponent\USITEnsembleHelper.cs,29,12,13.8,0.0,1,1.00,2.00,6.00,11,EnsembleHelper.GetUsitEnsemble(IRun run),3,17,3,1.33,3.00,5,1,3,3,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\Common\USIT_SharedUIComponent\USITToolStringHandlerHelper.cs,47,23,4.3,0.0,1,2.00,3.50,8.00,13,"USITToolStringHandlerHelper.GetElementPropertyValue(string equipementCode, string propertyCode, string propertyUnit)",6,32,6,2.74,3.50,4,3,4,4,2,4,2,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\Common\USIT_SharedUIComponent\USITVerticalResolutionReader.cs,115,58,2.6,0.0,1,3.00,4.33,10.00,35,USITVerticalResolutionReader.GetVerticalResolution(string lapGUID),11,45,3,1.60,4.33,4,24,21,9,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\Common\USIT_SharedUIComponent\USITVerticalResolutionReaderFactory.cs,24,5,8.3,0.0,1,1.00,1.00,1.00,19,USITVerticalResolutionReaderFactory.New(ISlbWellLogDocument wellLogDocument),1,21,2,0.60,1.00,3,1,1,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\Common\USIT_SharedUIComponent\VerticalResolutionReader.cs,19,3,10.5,0.0,1,0.00,0.00,0.00,,,0,14,0,0.00,0.00,3,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\Common\USIT_SharedUIComponent\VerticalResolutionReaderFactory.cs,21,4,9.5,0.0,1,0.00,0.00,0.00,,,0,13,0,0.00,0.00,4,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\Common\USIT_SharedUIComponent\Properties\AssemblyInfo.cs,37,16,45.9,0.0,0,0.00,0.00,0.00,,,0,1,0,0.00,0.00,16,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\Common\USIT_SharedUIComponent\USIT_SharedUIComponentIntegrationAutoTest\SxSTestContext.cs,27,17,0.0,0.0,1,2.00,1.00,1.00,17,SxSTestContext.AssemblyCleanup(),1,19,2,0.59,1.00,9,6,2,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\Common\USIT_SharedUIComponent\USIT_SharedUIComponentIntegrationAutoTest\USITVerticalResolutionReaderTest.cs,51,37,0.0,0.0,1,3.00,5.67,5.33,21,USITVerticalResolutionReaderTest.ClassCleanup(),1,23,2,1.14,1.00,11,10,16,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\Common\USIT_SharedUIComponent\USIT_SharedUIComponentIntegrationAutoTest\Properties\AssemblyInfo.cs,36,15,47.2,0.0,0,0.00,0.00,0.00,,,0,1,0,0.00,0.00,15,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\Common\USIT_SharedUIComponent\USIT_SharedUIComponentUnitTest_MSTest\DscLapPassParameterReaderUnitTest.cs,170,124,1.2,0.0,1,7.00,14.14,14.00,32,DscLapPassParameterReaderUnitTest.ReadTimeZonedParameterValueReturnNull_whenLapGuidisEmpty(),1,34,2,1.70,1.00,11,15,98,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\Common\USIT_SharedUIComponent\USIT_SharedUIComponentUnitTest_MSTest\DscRepresentationArrayFloatFactoryUnitTest.cs,67,38,3.0,0.0,1,2.00,17.50,12.50,26,DscRepresentationArrayFloatFactoryUnitTest.Float_can_be_converted_to_int(),1,28,2,1.42,1.00,9,4,25,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\Common\USIT_SharedUIComponent\USIT_SharedUIComponentUnitTest_MSTest\ParameterReaderUnitTest.cs,108,63,1.9,2.8,1,4.00,14.50,9.75,38,ParameterReaderUnitTest.ReadDscParameterLatestValue_returnLatestValue(),1,41,2,1.44,1.00,11,13,39,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\Common\USIT_SharedUIComponent\USIT_SharedUIComponentUnitTest_MSTest\USITToolStringHelperUnitTest.cs,95,73,0.0,3.2,1,3.00,29.33,19.67,16,USITToolStringHelperUnitTest.GetElementPropertyValue_returnEmpty_whenNoEquipemntExisted(),1,18,2,1.70,1.00,8,6,59,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\Common\USIT_SharedUIComponent\USIT_SharedUIComponentUnitTest_MSTest\Properties\AssemblyInfo.cs,36,15,47.2,0.0,0,0.00,0.00,0.00,,,0,1,0,0.00,0.00,15,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\CommonUSIIBC\Simulation_UI\USIT_USIIBC_SimulationUICtl\USIIBC_SimUICtl.cs,3259,2190,19.3,0.2,1,34.00,11.65,58.97,2295,"USIIBC_SimUICtl.btn_APPLY_Click(object sender, System.EventArgs e)",37,2329,5,2.38,4.21,11,174,1476,92,378,59,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\CommonUSIIBC\Simulation_UI\USIT_USIIBC_SimulationUICtl\Properties\AssemblyInfo.cs,36,15,47.2,0.0,0,0.00,0.00,0.00,,,0,1,0,0.00,0.00,15,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\CustomUI\AllConstants.cs,230,174,8.3,0.0,1,0.00,0.00,0.00,,,0,30,1,0.97,0.00,5,169,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\CustomUI\AssemblyInfo.cs,61,13,72.1,0.0,0,0.00,0.00,0.00,,,0,1,0,0.00,0.00,13,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\CustomUI\CFVLCZMDPreview\ICFVLCZMDPreviewUI.cs,23,15,21.7,0.0,1,0.00,0.00,0.00,,,0,1,0,0.00,0.00,15,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\CustomUI\CFVLCZMDPreview\ITimer.cs,25,16,20.0,0.0,1,0.00,0.00,0.00,,,0,7,0,0.00,0.00,16,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\CustomUI\CFVLCZMDPreview\TimerAdapter.cs,61,30,8.2,0.0,1,10.00,0.30,1.00,17,TimerAdapter.Dispose(),1,24,3,1.37,1.00,7,9,10,4,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\CustomUI\CFVLCZMDPreview\USIIBC_CustomUI_CFVLCZMDPreview.cs,253,116,14.2,0.0,1,19.00,1.53,3.95,93,USIIBC_CustomUI_CFVLCZMDPreview.Dispose(bool disposing),3,85,3,1.71,1.16,9,25,73,9,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\CustomUI\CFVLCZMDPreview\USIIBC_CustomUI_CFVLCZMDPreviewController.cs,699,316,13.3,0.0,1,18.00,4.83,14.39,235,USIIBC_CustomUI_CFVLCZMDPreviewController.OnParameterChanged(string[] paramtersOSDDCodes),21,271,7,2.78,6.06,8,49,92,80,48,24,13,2,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\CustomUI\Common\ICustomUIOneZone.cs,17,7,29.4,0.0,1,0.00,0.00,0.00,,,0,8,0,0.00,0.00,7,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\CustomUI\Common\USIT_CLine.cs,37,17,10.8,0.0,1,3.00,0.00,2.67,9,"CLine.CLine(int X1, int Y1, int X2, int Y2)",1,11,2,1.24,1.00,4,5,8,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\CustomUI\Common\USIT_CustomUIParameterReader.cs,36,10,13.9,0.0,1,1.00,3.00,6.00,20,"CustomUIParameterReader.RemoveParameterPreviousZones(ICustomUIOneZone customUI, string osddCode)",4,31,3,1.40,4.00,3,1,5,1,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\CustomUI\Common\USIT_CustomUI_Base.cs,117,31,7.7,6.0,1,9.00,1.11,1.11,73,USIT_CustomUI_Base.OnInitialize(),2,83,3,1.03,1.11,10,11,9,1,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\CustomUI\Common\USIT_CustomUI_Dataset.cs,10,2,40.0,0.0,1,0.00,0.00,0.00,,,0,2,0,0.00,0.00,2,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\CustomUI\Common\USIT_CustomUI_Dataset.Designer.cs,1404,1044,0.9,1.5,7,20.57,1.35,4.22,241,USIT_CustomUI_Dataset.GetTypedDataSetSchema(global::System.Xml.Schema.XmlSchemaSet xs),9,539,8,2.82,1.47,9,73,372,384,110,64,18,10,4,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\CustomUI\Common\USIT_CustomUI_OneZone.cs,137,40,8.0,5.1,1,12.00,1.08,1.50,62,USIT_CustomUI_OneZone.OnInitialize(),3,83,4,1.53,1.17,6,16,10,7,1,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\CustomUI\Common\USIT_GridControl_OneZone.cs,749,431,7.3,1.5,1,27.00,4.44,13.48,402,USIT_GridControl_OneZone.UpdateGrid(),23,493,9+,2.32,2.81,15,52,246,76,15,12,5,5,3,2
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\CustomUI\Common\USIT_ICustomUIParameterReader.cs,20,3,10.0,0.0,1,0.00,0.00,0.00,,,0,15,0,0.00,0.00,3,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\CustomUI\Common\USIT_IModuleTaskManager.cs,30,8,6.7,0.0,1,0.00,0.00,0.00,,,0,14,0,0.00,0.00,8,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\CustomUI\Common\USIT_LgDeviceTransformExtensionMethods.cs,95,47,15.8,0.0,1,3.00,6.00,13.33,18,"LgDeviceTransformExtensionMethods.HorizontalAndVerticalIndexToPixel( this ILgDeviceTransform deviceTransform, double deviceHorizontalIndex, double depthLgUnit)",2,26,3,2.30,2.00,4,3,15,25,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Ultrasonics\CustomUI\Common\USIT_LgPlugin_OneZone.cs,67,14,17.9,9.0,1,5.00,1.20,1.00,26,USIT_LgPlugin_OneZone.OnTearDownPlugin(),1,33,2,1.14,1.00,3,6,5,0,0,0,0,0,0,0
