"Name","Count"
"HzFramework\Dex\DLIS\DexDlisWriter\BulkDataSetter\BulkDataSetterImpl.h","1"
"HzFramework\Dex\DLIS\DexDlisWriter\BulkDataSetter\ComplexDoubleBulkDataSetter.h","1"
"HzFramework\Dex\DLIS\DexDlisWriter\BulkDataSetter\ComplexFloatBulkDataSetter.h","1"
"HzFramework\Dex\DLIS\DexDlisWriter\BulkDataSetter\DateBulkDataSetter.h","1"
"HzFramework\Dex\DLIS\DexDlisWriter\DotNET\DLISWriter.cs","22"
"HzFramework\Dex\DLIS\DexDlisWriter\ArchiveDataWriter.cpp","1"
"HzFramework\Dex\DLIS\DexDlisWriter\ArchiveDataWriter.h","1"
"HzFramework\Dex\DLIS\DexDlisWriter\DlisFileWriterDataModel.h","1"
"HzFramework\Dex\DLIS\DexDlisWriter\SingleIndexDataModel.h","4"
"HzFramework\Dex\DLIS\DexDlisWriter\SingleIndexDataWriter.cpp","2"
"HzFramework\Dex\DLIS\DexDlisWriter\SingleIndexDataWriter.h","2"
"HzFramework\Dex\DLIS\DexDlisWriter\SingleIndexWriter.cpp","3"
"HzFramework\Dex\DLIS\DexDscReaders\DataStoreProvider.h","1"
"HzFramework\Dex\DLIS\DexDscReaders\DexArchiveChannelDscReader.cpp","3"
"HzFramework\Dex\DLIS\DexDscReaders\DexArchiveChannelDscReader.h","2"
"HzFramework\Dex\DLIS\DexDscReaders\DexAxisDscReader.h","1"
"HzFramework\Dex\DLIS\DexDscReaders\DexCalibrationDscReader.cpp","2"
"HzFramework\Dex\DLIS\DexDscReaders\DexCalibrationDscReader.h","3"
"HzFramework\Dex\DLIS\DexDscReaders\DexCalibrationHelper.cpp","1"
"HzFramework\Dex\DLIS\DexDscReaders\DexCalibrationHelper.h","1"
"HzFramework\Dex\DLIS\DexDscReaders\DexCalibrationServiceHelper.cpp","2"
"HzFramework\Dex\DLIS\DexDscReaders\DexCalibrationServiceHelper.h","2"
"HzFramework\Dex\DLIS\DexDscReaders\DexCaliCoefficientHelper.cpp","1"
"HzFramework\Dex\DLIS\DexDscReaders\DexCaliDependencyReader.cpp","1"
"HzFramework\Dex\DLIS\DexDscReaders\DexCaliDependencyReader.h","1"
"HzFramework\Dex\DLIS\DexDscReaders\DexDepthReferenceAnnotationDscReader.h","1"
"HzFramework\Dex\DLIS\DexDscReaders\DexEquipmentPropertyDscReader.cpp","2"
"HzFramework\Dex\DLIS\DexDscReaders\DexEquipmentPropertyDscReader.h","3"
"HzFramework\Dex\DLIS\DexDscReaders\DexLapDscReader.cpp","1"
"HzFramework\Dex\DLIS\DexDscReaders\DexLapDscReader.h","1"
"HzFramework\Dex\DLIS\DexDscReaders\DexParaDscWrapperFactory.cpp","1"
"HzFramework\Dex\DLIS\DexDscReaders\DexParaDscWrapperFactory.h","1"
"HzFramework\Dex\DLIS\DexDscReaders\DexParameterDscWrapper.cpp","7"
"HzFramework\Dex\DLIS\DexDscReaders\DexParameterDscWrapper.h","7"
"HzFramework\Dex\DLIS\DexDscReaders\DexProcessDscReader.h","1"
"HzFramework\Dex\DLIS\DexDscReaders\DexSummaryRecordDscReader.h","1"
"HzFramework\Dex\DLIS\DexDscReaders\DexSurveyDscReader.cpp","1"
"HzFramework\Dex\DLIS\DexDscReaders\DexSurveyDscReader.h","1"
"HzFramework\Dex\DLIS\DexDscReaders\DexToolDscReader.cpp","3"
"HzFramework\Dex\DLIS\DexDscReaders\DexToolDscReader.h","2"
"HzFramework\Dex\DLIS\DexDscReaders\DexToolstringHelper.cpp","2"
"HzFramework\Dex\DLIS\DexDscReaders\DexToolstringHelper.h","2"
"HzFramework\Dex\DLIS\DexDscReaders\DlisContextHelper.cpp","1"
"HzFramework\Dex\DLIS\DexDscReaders\DlisContextHelper.h","2"
"HzFramework\Dex\DscGUIDMapService\DscGuidMapFolder.cs","23"
"HzFramework\Dex\DscGUIDMapService\DscGUIDMapHelper.cs","3"
"HzFramework\Dex\DscGUIDMapService\DscGUIDMapService.cs","6"
"HzFramework\Dex\LAS\DexLasReader\DotNET\LASFileReader.cs","20"
"HzFramework\Dex\LAS\DexLasReader\DotNET\LASReader.cs","1"
"HzFramework\Dex\LAS\DexLasWriter\DotNET\LASBase.cs","44"
"HzFramework\Dex\LAS\DexLasWriter\DotNET\LASBulkDataWriter.cs","35"
"HzFramework\Dex\LAS\DexLasWriter\DotNET\LASFileWriter.cs","1"
"HzFramework\Dex\LAS\DexLasWriter\DotNET\SurveyFileWriter.cs","6"
"HzFramework\Dex\TieringFilter\TieringFilterImpl.cpp","7"
"HzFramework\Dex\TieringFilter\TieringFilterImpl.h","2"
"HzFramework\Dex\TieringFilter\TieringRepresentation.h","1"
"HzFramework\Dex\TieringFilter\TieringRepresentationBaseImpl.h","1"
"HzFramework\Dex\TieringFilter\TieringRepresentationImpl.cpp","13"
"HzFramework\Dex\TieringFilter\TieringRepresentationImpl.h","30"
"HzFramework\Dex\TieringFilter\TieringRepresentationScalarStringImpl.h","1"
"HzFramework\Dex\WITS\DexWitsWriter\WITSChannel.cs","6"
"HzFramework\Dex\WITS\DexWitsWriter\WITSDataWriter.cs","13"
"HzFramework\Dex\WITS\DexWitsWriter\WITSSrvCollEvents.cs","1"
"HzFramework\Dex\WITS\DexWitsWriter\WITSWriter.cs","26"
"HzFramework\Dex\WITSML\DexWitsmlWriter\ChannelDataProvider.cs","2"
"HzFramework\Dex\WITSML\DexWitsmlWriter\StethoScopeWitsmlChannel.cs","16"
"HzFramework\Dex\WITSML\DexWitsmlWriter\StethoScopeWitsmlWriter.cs","6"
"HzFramework\Dex\WITSML\DexWitsmlWriter\WITSMLBhaHelper.cs","3"
"HzFramework\Dex\WITSML\DexWitsmlWriter\WITSMLConverter.cs","2"
"HzFramework\Dex\WITSML\DexWitsmlWriter\WITSMLDataWriter.cs","1"
"HzFramework\Dex\WITSML\DexWitsmlWriter\WITSMLSrvCollEvents.cs","1"
"HzFramework\Dex\WITSML\DexWitsmlWriter\WITSMLWriter.cs","62"
"HzFramework\Dex\WITSML\WitsmlWriter2\BhaWriter.cs","19"
"HzFramework\Dex\WITSML\WitsmlWriter2\ChannelDataProvider.cs","2"
"HzFramework\Dex\WITSML\WitsmlWriter2\LapActiveChecker.cs","8"
"HzFramework\Dex\WITSML\WitsmlWriter2\WITSMLConverter.cs","2"
"HzFramework\Dex\WITSML\WitsmlWriter2\WitsmlDscReader.cs","17"
"HzFramework\Dex\WITSML\WitsmlWriter2\WITSMLRep.cs","23"
"HzFramework\Dex\WITSML\WitsmlWriter2\WitsmlRepDscReader.cs","11"
"HzFramework\Dex\WITSML\WitsmlWriter2\WitsmlSurvey.cs","26"
"HzFramework\Dex\WITSML\WitsmlWriter2\WitsmlSurveyReader.cs","20"
"HzFramework\Dex\WITSML\WitsmlWriter2\WitsmlWriter2.cs","5"
"HzFramework\Execution\EnsembleManager\AcqTask.cpp","4"
"HzFramework\Execution\EnsembleManager\AcqTask.h","1"
"HzFramework\Execution\EnsembleManager\DscDocFactory.cpp","1"
"HzFramework\Execution\EnsembleManager\DscDocFactory.h","1"
"HzFramework\Execution\EnsembleManager\EnsembleManagerUtility.cpp","1"
"HzFramework\Execution\EnsembleManager\EnsembleMgr.cpp","48"
"HzFramework\Execution\EnsembleManager\EnsembleMgr.h","37"
"HzFramework\Execution\EnsembleManager\ExeEnsembleCollections.cpp","4"
"HzFramework\Execution\EnsembleManager\ExeEnsembleCollections.h","16"
"HzFramework\Execution\EnsembleManager\ExeParameterNetwork.h","1"
"HzFramework\Execution\EnsembleManager\ParameterManager.cpp","28"
"HzFramework\Execution\EnsembleManager\ParameterManager.h","22"
"HzFramework\Execution\EnsembleManager\ParameterNetwork.cpp","8"
"HzFramework\Execution\EnsembleManager\ParameterNetwork.h","7"
"HzFramework\Execution\EnsembleManager\PassManager.cpp","4"
"HzFramework\Execution\EnsembleManager\PassManager.h","1"
"HzFramework\Execution\EnsembleManager\RunningActivitiesValidationHelper.cpp","3"
"HzFramework\Execution\EnsembleManager\TaskMgr.cpp","16"
"HzFramework\Execution\EnsembleManager\TaskMgr.h","5"
"HzFramework\Execution\EnsembleManager\TaskRunManagerDef.cpp","5"
"HzFramework\Execution\EnsembleManager\TaskRunManagerDef.h","7"
"HzFramework\Execution\EnsembleManager\UIResourceMgr.cpp","1"
"HzFramework\Execution\ExecutionManager\ActiveSessionCollection.h","2"
"HzFramework\Execution\ExecutionManager\ExecutionMgr.cpp","9"
"HzFramework\Execution\ExeInterface\ExeExecutionMgrInterface.h","4"
"HzFramework\Execution\ExeInterface\ExeMiscMgrInterface.h","72"
"HzFramework\Execution\FrameworkTasks\AcqTasks\DataFocusHelper.cpp","9"
"HzFramework\Execution\FrameworkTasks\AcqTasks\DataFocusHelper.h","7"
"HzFramework\Execution\FrameworkTasks\AcqTasks\DnMAcquireTask.cpp","1"
"HzFramework\Execution\FrameworkTasks\AcqTasks\DnMDepthImportConfigureTask.cpp","2"
"HzFramework\Execution\FrameworkTasks\AcqTasks\DnMDepthImportTask.cpp","1"
"HzFramework\Execution\FrameworkTasks\AcqTasks\StationTask.h","2"
"HzFramework\Execution\FrameworkTasks\AcqTasks\TFFAcquireTask.cpp","12"
"HzFramework\Execution\FrameworkTasks\AcqTasks\TFFLoadAcqDataTask.cpp","1"
"HzFramework\Execution\FrameworkTasks\AcqTasks\TimeLapseProcessingTask.cpp","4"
"HzFramework\Execution\FrameworkTasks\AcqTasks\WLAcqMsgAcquireDataModel.cpp","12"
"HzFramework\Execution\FrameworkTasks\AcqTasks\WLAcqMsgAcquireDataModel.h","1"
"HzFramework\Execution\FrameworkTasks\AcqTasks\WLAcqMsgProcessingTask.cpp","1"
"HzFramework\Execution\FrameworkTasks\AcqTasks\WLRMProcessingTask.cpp","1"
"HzFramework\Execution\FrameworkTasks\AcqTasks\WLRMRealTimeAcqTask.cpp","1"
"HzFramework\Execution\JobManager\JobManager.h","20"
"HzFramework\Execution\JobManager\JobMgr.cpp","6"
"HzFramework\Execution\TaskRunManagers\AccumTaskRunManager.cpp","3"
"HzFramework\Execution\TaskRunManagers\AcqTaskRunManager.cpp","1"
"HzFramework\Execution\TaskRunManagers\CaliCompTaskRunManager.cpp","3"
"HzFramework\Execution\TaskRunManagers\CaliCompTaskRunManager.h","1"
"HzFramework\Execution\TaskRunManagers\CaliTaskRunManager.cpp","8"
"HzFramework\Execution\TaskRunManagers\CaliTaskRunManager.h","5"
"HzFramework\Execution\TaskRunManagers\DataProcessingTaskRunManager.cpp","7"
"HzFramework\Execution\TaskRunManagers\DataProcessingTaskRunManager.h","1"
"HzFramework\Execution\TaskRunManagers\RecomputationAnalyst.cpp","2"
"HzFramework\Execution\TaskRunManagers\RecomputationAnalyst.h","1"
"HzFramework\Execution\TaskRunManagers\RecomputationManager.cpp","7"
"HzFramework\Execution\TaskRunManagers\RecomputationManager.h","2"
"HzFramework\Execution\TaskRunManagers\RecomputeRun.cpp","4"
"HzFramework\Execution\TaskRunManagers\RecomputeRun.h","3"
"HzFramework\Execution\TaskRunManagers\SingleStepNetwork.cpp","8"
"HzFramework\Execution\TaskRunManagers\SingleStepNetwork.h","7"
"HzFramework\Execution\TaskRunManagers\TaskRunManagersInterfaces.h","5"
"HzFramework\Include\BulkDataStoreAgentShared.h","1"
"HzFramework\Include\DscRoutines.h","29"
"HzFramework\Include\DscRoutinesInterfaces.h","2"
"HzFramework\Include\dscroutinesInterfacesImpl.h","2"
"HzFramework\Include\EquipmentHelper.h","3"
"HzFramework\Utilities\DataStore\DscRoutines.Calibration.cs","20"
"HzFramework\Utilities\DataStore\DscRoutines.cs","7"
"HzFramework\Utilities\DataStore\DscRoutines.Deliverables.cs","20"
"HzFramework\Utilities\DBBuilder\BackupRegisterTablesTask.cs","1"
"HzFramework\Utilities\DBBuilder\DumpTemplateDatabaseTask.cs","1"
"HzFramework\Utilities\DBBuilder\ImportTemplateDatabaseTask.cs","1"
"HzFramework\Utilities\DBBuilder\RestoreRegisterTablesTask.cs","1"
"HzFramework\Utilities\DCStartupAssistant\DBAccessor.cs","2"
"HzFramework\Utilities\EnsembleRegistrar\Equipments\AuxiliaryEquipment.cs","1"
"HzFramework\Utilities\EnsembleRegistrar\Presenter\EnsFilesRegister.cs","5"
"HzFramework\Utilities\EnsembleRegistrar\TreeNodes\EnsembleNode.cs","3"
"HzFramework\Utilities\EnsembleRegistrar\DscOperations.cs","2"
"HzFramework\Utilities\EnsembleRegistrar\DscStore.cs","60"
"HzFramework\Utilities\EnsembleRegistrar\Registrar.cs","4"
"HzFramework\Utilities\Formatting\ElapsedTimeConverter.cs","8"
"HzFramework\Utilities\Formatting\LogGraphicsComputationSequenceFormatter.cs","2"
"HzFramework\Utilities\Formatting\LogGraphicsWellInformationFormatter.cs","4"
"HzFramework\Utilities\HzStartupManager\LogOpForm.cs","10"
"HzFramework\Utilities\HzStartupManager\ServiceForm.cs","10"
"HzFramework\Utilities\MessageMMFWriter\SlbLogFileSet.cpp","3"
"HzFramework\Utilities\MessageMMFWriter\SlbMsgMMFWriter.cpp","2"
"HzFramework\Utilities\MessageMMFWriter\SlbMsgMMFWriter.h","1"
"HzFramework\Utilities\OSDDCatLoader\clsOSDDCatLoader.cs","3"
"HzFramework\Utilities\OSDDCatLoader\OSDDCatalogDoc.cs","8"
"HzFramework\Utilities\RTBackupRestore\RTBackupUtil\Program.cs","5"
"HzFramework\Utilities\RTBackupRestore\BackupManager.cs","5"
"HzFramework\Utilities\RTBackupRestore\BulkDataFileReader.cs","1"
"HzFramework\Utilities\RTBackupRestore\BulkDataRtBackup.cs","8"
"HzFramework\Utilities\RTBackupRestore\BulkDataRtRestore.cs","1"
"HzFramework\Utilities\RTBackupRestore\RestoreManager.cs","11"
"HzFramework\Utilities\ToolStringXmlSerializer\XmlObjDefinition.cs","7"
"HzFwkUtils\DataStore\HzDBUtils\HzDscProjector\DscTokenGenerator.cs","4"
"HzFwkUtils\DataStore\HzDBUtils\HzDSModel\DscCollection.cs","3"
"HzGraphics\LogGraphics\LGCore\ImageModule\LgDataFinder.cpp","2"
"HzGraphics\LogGraphics\LGCore\ImageModule\LgDataFinder.h","2"
"HzGraphics\LogGraphics\LGCore\Include\LgWrappers.cpp","5"
"HzGraphics\LogGraphics\LGCore\Include\LgWrappers.h","19"
"HzGraphics\LogGraphics\LGCore\ViewServer\LgViewServer.cpp","5"
"HzGraphics\LogGraphics\LGCore\ViewServer\LgViewServer.h","1"
"HzGraphics\LogGraphics\LGCore\ViewServer\VSHelper.cpp","8"
"HzGraphics\LogGraphics\LGCore\ViewServer\VSHelper.h","6"
"HzGraphics\WaveformViewer\WvCore\WaveformViewerForm.cs","23"
"HzGraphics\WaveformViewer\WvCore\WaveformViewerFormFacade.cs","2"
"HzGraphics\WaveformViewer\WvCore\WldDataBindingInfo.cs","1"
"HzGraphics\WaveformViewer\WvCore\WVEnsembleInfoController.cs","32"
"HzGraphics\WaveformViewer\WvCore\WV_TMBase.cs","22"
"HzGraphics\XYZPlot\DataAccess\IXYZDataBroker.cs","1"
"HzGraphics\XYZPlot\DataAccess\SlbDSCQuery.cs","9"
"HzGraphics\XYZPlot\DataAccess\XYZDataManager.cs","12"
"HzGraphics\XYZPlot\DataAccess\XYZEquipPropertyObject.cs","6"
"HzGraphics\XYZPlot\DataAccess\XYZEquipPropertyServer.cs","9"
"HzGraphics\XYZPlot\DataAccess\XYZEquipPropertyWrapper.cs","8"
"HzGraphics\XYZPlot\DataAccess\XYZIntervalSetDataObject.cs","1"
"HzGraphics\XYZPlot\DataAccess\XYZIntervalSetServer.cs","11"
"HzGraphics\XYZPlot\DataAccess\XYZIntervalSetWrapper.cs","6"
"HzGraphics\XYZPlot\DataAccess\XYZParameterServer.cs","26"
"HzGraphics\XYZPlot\DataAccess\XYZParameterWrapper.cs","8"
"HzGraphics\XYZPlot\DataAccess\XYZRepresentationServer.cs","39"
"HzGraphics\XYZPlot\DataAccess\XYZRepresentationWrapper.cs","33"
"HzGraphics\XYZPlot\DataAccess\XYZStationServer.cs","30"
"HzGraphics\XYZPlot\DataAccess\XYZStationWrapper.cs","16"
"HzProducts\Controls\CreepComputation\CreepComputationAcqController.cs","2"
"HzProducts\Controls\CreepComputation\CreepComputationControllerBase.cs","7"
"HzProducts\Controls\CreepComputation\CreepComputationDCController.cs","4"
"HzProducts\Controls\CreepComputation\CreepComputationUI.cs","10"
"HzProducts\Controls\DepthReferenceTable\DepthReferenceTableModel.cs","13"
"HzProducts\Controls\EquipmentPictureControl\EquipmentPictureControl.cs","21"
"HzProducts\Controls\GenericTaskUIP\GenericTaskUI.cs","11"
"HzProducts\Controls\SlbDataImportControl\DlisImportController\Helper\CreateJobImporterHelper.cs","20"
"HzProducts\Controls\SlbDataImportControl\DlisImportController\Helper\RunInfoFactory.cs","1"
"HzProducts\Controls\SlbDataImportControl\DlisImportController\CreateJobImporter.cs","25"
"HzProducts\Controls\SlbDataImportControl\DlisImportController\DataImportBase.cs","16"
"HzProducts\Controls\SlbDataImportControl\DlisImportController\DscPopulator.cs","31"
"HzProducts\Controls\SlbDataImportControl\DlisImportController\NonArchiveImporterBaseImpl.cs","6"
"HzProducts\Controls\SlbDataImportControl\DlisImportController\NonRecomputableDataCopier.cs","2"
"HzProducts\Controls\SlbDataImportControl\DlisImportController\NonRecomputableDlisImport.cs","2"
"HzProducts\Controls\SlbDataImportControl\DlisImportController\RunArchiveImporter.cs","4"
"HzProducts\Controls\SlbDataImportControl\DlisImportController\SingleIndexDLISImporter.cs","8"
"HzProducts\Controls\SlbDataImportControl\DlisImportController\SinglePassImportHelper.cs","9"
"HzProducts\Controls\SlbDataImportControl\DlisImportController\TxtImportBaseImpl.cs","3"
"HzProducts\Controls\SlbDataImportControl\SlbDataImportControl.cs","19"
"HzProducts\Controls\SlbDataImportControl\SlbDataImportControl.Designer.cs","3"
"HzProducts\Controls\Wafe\UI\LogController.cs","5"
"HzProducts\Controls\Wafe\UI\LoggingService.cs","4"
"HzProducts\Controls\Wafe\UI\LogHelper.cs","4"
"HzProducts\Controls\Wafe\UI\LogParamModel.cs","17"
"HzProducts\Controls\Wafe\UI\LogUIPModel.cs","13"
"HzProducts\Controls\Wafe\UI\LogView.cs","1"
"HzProducts\Controls\Wafe\UI\SlbMonitorGaugeUI.cs","17"
"HzProducts\Controls\Wafe\UI\StationUIPModel.cs","15"
"HzProducts\Controls\Wafe\UI\TnDParametersUI.cs","2"
"HzProducts\Controls\WLDataLoadUIP\DataAccessor.cs","7"
"HzProducts\Controls\WLDataLoadUIP\RunScopeUI.cs","2"
"HzProducts\Controls\WorkflowUIP\SlbHzWorkflowUI\WorkflowUI.cs","16"
"HzProducts\DataArchiving\DataArchiveBC\BulkData\Impl\BulkDataFileReader.cs","2"
"HzProducts\DataArchiving\DataArchiveBC\BulkData\Impl\BulkDataFileWriter.cs","2"
"HzProducts\DataArchiving\DataArchiveBC\Model\DnMConfig\DnMConfigProcessor.cs","3"
"HzProducts\DataArchiving\DataArchiveController\DataCopier\Deliverables\CatDeliverableCopier.cs","2"
"HzProducts\DataArchiving\DataArchiveController\DataCopier\Deliverables\DeliverableSetCopier.cs","3"
"HzProducts\DataArchiving\DataArchiveController\DataCopier\Deliverables\DeliverableTemplateCopier.cs","7"
"HzProducts\DataArchiving\DataArchiveController\DataCopier\Deliverables\DeliverableTemplateNameChanger.cs","11"
"HzProducts\DataArchiving\DataArchiveController\DataCopier\Deliverables\EnsembleProgIdValidator.cs","4"
"HzProducts\DataArchiving\DataArchiveController\DataCopier\ParameterCopier\ParameterCopier.cs","12"
"HzProducts\DataArchiving\DataArchiveController\DataCopier\JobDataCopier.cs","3"
"HzProducts\DataArchiving\DataArchiveController\DataCopier\RunDataCopier.cs","2"
"HzProducts\DataArchiving\DataArchiveController\ImportMachine\BulkdataWorker.cs","3"
"HzProducts\DataArchiving\DataArchiveController\ImportMachine\CompositePassWorker.cs","1"
"HzProducts\DataArchiving\DataArchiveController\ImportMachine\DscLapWorker.cs","7"
"HzProducts\DataArchiving\DataArchiveController\ImportMachine\ImportRunWorker.cs","1"
"HzProducts\DataArchiving\DataArchiveController\Loading\Deliverables\DeliverableSetLoader.cs","11"
"HzProducts\DataArchiving\DataArchiveController\Loading\Deliverables\DeliverableTemplateLoader.cs","21"
"HzProducts\DataArchiving\DataArchiveController\Loading\Deliverables\PcatDeliverableTemplateLoader.cs","1"
"HzProducts\DataArchiving\DataArchiveController\Loading\ToolStringHanderLoader\ToolStringXmlObjectLoader.cs","4"
"HzProducts\DataArchiving\DataArchiveController\Loading\AnnotationLoader.cs","1"
"HzProducts\DataArchiving\DataArchiveController\Loading\LoaderFactory.cs","1"
"HzProducts\DataArchiving\DataArchiveController\RAImportMachine\RunArchiveImportWorker.cs","3"
"HzProducts\DataArchiving\DataArchiveController\Unloading\Deliverables\DeliverableTemplateUnloader.cs","11"
"HzProducts\DataArchiving\DataArchiveController\Unloading\Deliverables\PcatDeliverableTemplateUnloader.cs","1"
"HzProducts\DataArchiving\DataArchiveController\Unloading\ToolStringUnloader.cs","6"
"HzProducts\DataArchiving\DataArchiveController\Utils\DscProvider.cs","12"
"HzProducts\DataArchiving\DataArchiveController\Utils\IDscProvidable.cs","6"
"HzProducts\DataArchiving\DataModel\Beans\Deliverables\DeliverableSet.cs","2"
"HzProducts\DataArchiving\DataModel\Beans\Deliverables\DeliverableTemplate.cs","4"
"HzProducts\DataArchiving\DataModel\Beans\Deliverables\PcatDeliverableTemplate.cs","1"
"HzProducts\Editors\DataCentral\Composer\ComposerImpl.cpp","2"
"HzProducts\Editors\DataCentral\Composer\ComposerInterfaces.h","2"
"HzProducts\Editors\DataCentral\Composer\CompositeContext.cpp","2"
"HzProducts\Editors\DataCentral\Composer\DataRepository.cpp","11"
"HzProducts\Editors\DataCentral\Composer\DataRepository.h","1"
"HzProducts\Editors\DataCentral\Composer\ManualComposer.cpp","4"
"HzProducts\Editors\DataCentral\Composer\ManualComposer.h","1"
"HzProducts\Editors\DataCentral\Composer\UdcDataRepository.cpp","1"
"HzProducts\Editors\DataCentral\Composer\UserDefinedComposer.cpp","5"
"HzProducts\Editors\DataCentral\Composer\UserDefinedComposer.h","1"
"HzProducts\Editors\DataCentral\Composer\WellComposer.cpp","4"
"HzProducts\Editors\DataCentral\Merge\MergeComposer\MergeComposerImpl.cpp","21"
"HzProducts\Editors\DataCentral\Merge\MergeComposer\MergeComposerImpl.h","2"
"HzProducts\Editors\DataMask\ChannelSelectorUI.cs","2"
"HzProducts\Editors\DataMask\DataMasker.cs","11"
"HzProducts\Editors\DataMask\DataMaskUIController.cs","35"
"HzProducts\Editors\DataMask\EditorUIP.cs","2"
"HzProducts\Editors\DataMask\ExportDataMaskInfo.cs","20"
"HzProducts\Editors\DataMask\MaskingPlugin.cs","5"
"HzProducts\Editors\DepthShift\GraphicalDisplay.cs","2"
"HzProducts\Editors\DepthShift\UIController.cs","43"
"HzProducts\Editors\GraphicPassManager\AutoPassDetectParameterUIP.cs","5"
"HzProducts\Editors\GraphicPassManager\GraphicPMUtilityMethods.cs","6"
"HzProducts\Editors\GraphicPassManager\PassDefineCurveUIP.cs","31"
"HzProducts\Editors\GraphicPassManager\SelectRunUIP.cs","8"
"HzProducts\Editors\Merge\MergeUIController.cs","36"
"HzProducts\Editors\Recomputation\DepthShiftSettings.cs","2"
"HzProducts\Editors\Recomputation\DepthShiftSettingsPresenter.cs","2"
"HzProducts\Editors\Recomputation\ParameterModel.cs","5"
"HzProducts\Editors\Recomputation\RecomputationUI.cs","14"
"HzProducts\Editors\Recomputation\RecomputeControlUIP.cs","9"
"HzProducts\Editors\RecordedMode\CaliAndParaSelectUI.cs","2"
"HzProducts\Editors\RecordedMode\LogViewer.cs","12"
"HzProducts\Editors\RecordedMode\RecModeCalibrationReportHost.cs","25"
"HzProducts\Editors\RecordedMode\RecModeCalibrationUI.cs","72"
"HzProducts\Editors\RecordedMode\RecModeUIP.cs","120"
"HzProducts\Editors\RecordedMode\RTLoadCalibrationUI.cs","9"
"HzProducts\Editors\RecordedMode\SmartDepthFileUI.cs","25"
"HzProducts\Editors\RecordedMode\StationReconciliationUIP.cs","16"
"HzProducts\Editors\Splice\ChannelSelector.cs","2"
"HzProducts\Editors\Splice\PassSelectorUI.cs","1"
"HzProducts\Editors\Splice\SelectPasses.cs","1"
"HzProducts\Editors\Splice\SpliceCommonObjects.cs","4"
"HzProducts\Editors\Splice\SpliceGraphicalDisplay.cs","3"
"HzProducts\Editors\Splice\SpliceUIController.cs","75"
"HzProducts\Editors\TimeDepth\DataCentralUIImpl.cs","4"
"HzProducts\Editors\TimeDepth\DnMAcqConsoleTDP.cs","8"
"HzProducts\Editors\TimeDepth\ImportPipeTallyUI.cs","5"
"HzProducts\Editors\TimeDepth\SelectRunUIP.cs","2"
"HzProducts\Editors\TimeDepth\TDUtilityMethods.cs","6"
"HzProducts\Editors\TimeDepth\TimeDepthProfiler.cs","15"
"HzProducts\Editors\TimeDepth\TimeDepthProfilerManager.cs","32"
"HzProducts\Editors\TimeDepth\TimeDepthUIController.cs","50"
"HzProducts\Editors\TimeLapsePassGeneration\TimeLapsePassModel.cs","13"
"HzProducts\Editors\TimeLapsePassGeneration\TimeLapseRunModel.cs","22"
"HzProducts\Editors\TimeLapsePassGeneration\TimeLapseThresholdsModel.cs","6"
"HzProducts\Editors\TimeLapsePassGeneration\TimeLapseUIP.cs","1"
"HzProducts\Editors\TimeLapsePassGeneration\TimeLapseUIPresenter.cs","5"
"HzProducts\Editors\TimeShift\DataReader.cs","3"
"HzProducts\Editors\TimeShift\RunSelector.cs","9"
"HzProducts\Editors\TimeShift\SetPointGrids.cs","3"
"HzProducts\Editors\TimeShift\TimeCorrectionController.cs","25"
"HzProducts\Editors\TimeShift\TimeCorrectPlugIn.cs","1"
"HzProducts\Editors\TimeShift\TimeShiftControllerBase.cs","21"
"HzProducts\Editors\TimeShift\TimeShiftLogs.cs","3"
"HzProducts\Editors\TimeShift\TimeShiftUIController.cs","27"
"HzProducts\Editors\UserDefinedComposite\SingleChannelSplice.cs","4"
"HzProducts\Editors\UserDefinedComposite\UserDefinedCompositeEditor.cs","2"
"HzProducts\Editors\UserDefinedComposite\UserDefinedCompositePassUI.cs","2"
"HzProducts\Editors\UserDefinedComposite\UserDefinedCompositeUIController.cs","22"
"HzProducts\Editors\WellboreEditor\RunSelectorModel.cs","4"
"HzProducts\Editors\WellboreEditor\WellSketchModel.cs","5"
"HzProducts\Editors\WellboreSketch\SketchHost.cs","1"
"HzProducts\GenericComponents\AppSpecificViewController\AppSpecificViewEnabler.cs","6"
"HzProducts\GenericComponents\ConsoleMgr\ConsoleMgrUI\ProcessInformationHelper.cs","10"
"HzProducts\GenericComponents\ConsoleMgr\LauncherUI\LauncherUI.cs","60"
"HzProducts\GenericComponents\ConsoleMgr\LauncherUI\LauncherUIDBService.cs","12"
"HzProducts\GenericComponents\ConsoleMgr\LauncherUI\LauncherUIModel.cs","18"
"HzProducts\GenericComponents\CustomReport\ISlbCustomObject.cs","1"
"HzProducts\GenericComponents\CustomReport\ISlbCustomReportGenerator.cs","1"
"HzProducts\GenericComponents\CustomReport\SlbCustomDataTable.cs","1"
"HzProducts\GenericComponents\CustomReport\SlbCustomFreeFormText.cs","1"
"HzProducts\GenericComponents\CustomReport\SlbCustomGraphicalLog.cs","16"
"HzProducts\GenericComponents\CustomReport\SlbCustomizeData.cs","7"
"HzProducts\GenericComponents\CustomReport\SlbCustomObjectBase.cs","18"
"HzProducts\GenericComponents\CustomReport\SlbCustomParameter.cs","6"
"HzProducts\GenericComponents\CustomReport\SlbCustomParameterTable.cs","6"
"HzProducts\GenericComponents\CustomReport\SlbCustomReportFactory.cs","10"
